기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,,,,,,,총_생활인구_수
2019,3,A,골목상권,1000904,도곡로37길,,,,,,,5970057
2019,3,A,골목상권,1000903,논현로8길,,,,,,,1910341
2019,3,A,골목상권,1000902,논현로63길,,,,,,,4510252
2019,3,A,골목상권,1000901,논현로28길,,,,,,,2826310
2019,3,A,골목상권,1000900,논현로26길,,,,,,,2719061
2019,3,A,골목상권,1000899,논현로159길,,,,,,,3606264
2019,3,A,골목상권,1000898,논현로139길,,,,,,,3730515
2019,3,A,골목상권,1000897,논현로123길,,,,,,,3812685
2019,3,A,골목상권,1000896,논현로115길,,,,,,,6020296
2019,3,A,골목상권,1000895,논현로10길,,,,,,,3169411
2019,3,A,골목상권,1000894,논현로106길,,,,,,,3839797
2019,3,A,골목상권,1000893,남부순환로365길,,,,,,,4025089
2019,3,A,골목상권,1000892,개포로82길,,,,,,,497133
2019,3,A,골목상권,1000891,개포로28길,,,,,,,2580412
2019,3,A,골목상권,1000890,개포로20길,,,,,,,3506711
2019,3,A,골목상권,1000889,개포로17길,,,,,,,2769176
2019,3,A,골목상권,1000888,강남대로140길,,,,,,,3436846
2019,3,A,골목상권,1000887,강남대로136길,,,,,,,4392466
2019,3,A,골목상권,1000886,강남대로118길,,,,,,,4984027
2019,3,A,골목상권,1000885,서초중앙로8길,,,,,,,4619735
2019,3,A,골목상권,1000884,방배중앙로21길,,,,,,,4531100
2019,3,A,골목상권,1000883,효령로72길,,,,,,,3480827
2019,3,A,골목상권,1000882,효령로34길,,,,,,,2132758
2019,3,A,골목상권,1000881,효령로31길,,,,,,,4011584
2019,3,A,골목상권,1000880,효령로23길,,,,,,,3784247
2019,3,A,골목상권,1000879,청두곶길,,,,,,,5029849
2019,3,A,골목상권,1000878,주흥길,,,,,,,5412842
2019,3,A,골목상권,1000877,주흥15길,,,,,,,5054264
2019,3,A,골목상권,1000876,언남길,,,,,,,2521900
2019,3,A,골목상권,1000875,신반포로45길,,,,,,,4502440
2019,3,A,골목상권,1000874,서초대로8길,,,,,,,3472849
2019,3,A,골목상권,1000873,서초대로64길,,,,,,,4057847
2019,3,A,골목상권,1000872,서초대로4길,,,,,,,5112464
2019,3,A,골목상권,1000871,서초대로25길,,,,,,,4631486
2019,3,A,골목상권,1000870,서초대로23길,,,,,,,4068376
2019,3,A,골목상권,1000869,서초대로15길,,,,,,,3970987
2019,3,A,골목상권,1000868,사평대로57길,,,,,,,5336095
2019,3,A,골목상권,1000867,사평대로26길,,,,,,,1931682
2019,3,A,골목상권,1000866,사평대로22길,,,,,,,3110144
2019,3,A,골목상권,1000865,사임당로17길,,,,,,,5229462
2019,3,A,골목상권,1000864,방배로42길,,,,,,,3195268
2019,3,A,골목상권,1000863,방배로35길,,,,,,,4529012
2019,3,A,골목상권,1000862,방배로18길,,,,,,,3298280
2019,3,A,골목상권,1000861,반포대로9길,,,,,,,2605495
2019,3,A,골목상권,1000860,바우뫼로39길,,,,,,,3177386
2019,3,A,골목상권,1000859,마방로2길,,,,,,,2411199
2019,3,A,골목상권,1000858,방배천로4안길,,,,,,,4052240
2019,3,A,골목상권,1000857,동산로19길,,,,,,,3202749
2019,3,A,골목상권,1000856,동산로10길,,,,,,,2733567
2019,3,A,골목상권,1000855,동광로39길,,,,,,,2847456
2019,3,A,골목상권,1000854,동광로1길,,,,,,,4692564
2019,3,A,골목상권,1000853,동광로12길,,,,,,,6055614
2019,3,A,골목상권,1000852,논현로27길,,,,,,,2591887
2019,3,A,골목상권,1000851,논현로1길,,,,,,,3015477
2019,3,A,골목상권,1000850,남부순환로339길,,,,,,,2936956
2019,3,A,골목상권,1000849,남부순환로325길,,,,,,,3232385
2019,3,A,골목상권,1000848,남부순환로317길,,,,,,,3307132
2019,3,A,골목상권,1000847,고무래로8길,,,,,,,2947063
2019,3,A,골목상권,1000846,강남대로8길,,,,,,,3018115
2019,3,A,골목상권,1000845,강남대로34길,,,,,,,3461611
2019,3,A,골목상권,1000844,강남대로23길,,,,,,,1265297
2019,3,A,골목상권,1000843,소담길,,,,,,,5813053
2019,3,A,골목상권,1000842,원신길,,,,,,,2997070
2019,3,A,골목상권,1000841,양지길,,,,,,,4042617
2019,3,A,골목상권,1000840,양산길,,,,,,,3802186
2019,3,A,골목상권,1000839,호암로24길,,,,,,,8938856
2019,3,A,골목상권,1000838,호암로20길,,,,,,,8057270
2019,3,A,골목상권,1000837,행운길,,,,,,,8185693
2019,3,A,골목상권,1000836,행운1길,,,,,,,8193212
2019,3,A,골목상권,1000835,청림3길,,,,,,,5105117
2019,3,A,골목상권,1000834,청룡길,,,,,,,7211602
2019,3,A,골목상권,1000833,청룡8길,,,,,,,6342154
2019,3,A,골목상권,1000832,중앙길,,,,,,,8814143
2019,3,A,골목상권,1000831,조원중앙로2길,,,,,,,5321927
2019,3,A,골목상권,1000830,조원로18길,,,,,,,4774130
2019,3,A,골목상권,1000829,조원로10길,,,,,,,6426709
2019,3,A,골목상권,1000828,장군봉2길,,,,,,,4986323
2019,3,A,골목상권,1000827,장군봉1길,,,,,,,5913258
2019,3,A,골목상권,1000826,인헌길,,,,,,,4134082
2019,3,A,골목상권,1000825,은천로25길,,,,,,,3968615
2019,3,A,골목상권,1000824,양녕로6길,,,,,,,7994968
2019,3,A,골목상권,1000823,신원로3길,,,,,,,8184797
2019,3,A,골목상권,1000822,신사로20길,,,,,,,3994902
2019,3,A,골목상권,1000821,신림로65길,,,,,,,9218728
2019,3,A,골목상권,1000820,신림로64길,,,,,,,6271697
2019,3,A,골목상권,1000819,신림로48길,,,,,,,4102830
2019,3,A,골목상권,1000818,신림로38길,,,,,,,3758245
2019,3,A,골목상권,1000817,신림로28길,,,,,,,6718236
2019,3,A,골목상권,1000816,신림로11길,,,,,,,5612363
2019,3,A,골목상권,1000815,신림동길,,,,,,,8646699
2019,3,A,골목상권,1000814,승방길,,,,,,,4579605
2019,3,A,골목상권,1000813,서림7길,,,,,,,4469263
2019,3,A,골목상권,1000812,봉천로33길,,,,,,,6687381
2019,3,A,골목상권,1000811,봉천로13길,,,,,,,4949991
2019,3,A,골목상권,1000810,복은길,,,,,,,4946164
2019,3,A,골목상권,1000809,법원단지길,,,,,,,4558373
2019,3,A,골목상권,1000808,법원단지9길,,,,,,,5033866
2019,3,A,골목상권,1000807,미성5길,,,,,,,4332803
2019,3,A,골목상권,1000806,대학길,,,,,,,6197067
2019,3,A,골목상권,1000805,대학14길,,,,,,,4298730
2019,3,A,골목상권,1000804,당곡길,,,,,,,4127337
2019,3,A,골목상권,1000803,남현길,,,,,,,5957151
2019,3,A,골목상권,1000802,남현3길,,,,,,,6391242
2019,3,A,골목상권,1000801,남현2길,,,,,,,7418898
2019,3,A,골목상권,1000800,남부순환로248길,,,,,,,4219195
2019,3,A,골목상권,1000799,남부순환로234길,,,,,,,4680735
2019,3,A,골목상권,1000798,남부순환로172길,,,,,,,6408510
2019,3,A,골목상권,1000797,남부순환로161길,,,,,,,5253853
2019,3,A,골목상권,1000796,남부순환로151길,,,,,,,5276980
2019,3,A,골목상권,1000795,남부순환로142길,,,,,,,3919734
2019,3,A,골목상권,1000794,난향길,,,,,,,1274130
2019,3,A,골목상권,1000793,난우길,,,,,,,5140293
2019,3,A,골목상권,1000792,난곡로74길,,,,,,,5252205
2019,3,A,골목상권,1000791,난곡로34길,,,,,,,4359253
2019,3,A,골목상권,1000790,난곡로26길,,,,,,,3432267
2019,3,A,골목상권,1000789,난곡로24길,,,,,,,2585768
2019,3,A,골목상권,1000788,낙성대역길,,,,,,,5581550
2019,3,A,골목상권,1000787,국회단지길,,,,,,,4991471
2019,3,A,골목상권,1000786,구암길,,,,,,,3547275
2019,3,A,골목상권,1000785,관천로22길,,,,,,,6661769
2019,3,A,골목상권,1000784,관천로15길,,,,,,,6204658
2019,3,A,골목상권,1000783,관악로30길,,,,,,,4434826
2019,3,A,골목상권,1000782,관악로28길,,,,,,,4419141
2019,3,A,골목상권,1000781,관악로14길,,,,,,,7724311
2019,3,A,골목상권,1000780,관악로10길,,,,,,,5789417
2019,3,A,골목상권,1000779,흑석로9길,,,,,,,2617247
2019,3,A,골목상권,1000778,흑석로13길,,,,,,,2576827
2019,3,A,골목상권,1000777,장승배기로27길,,,,,,,4929058
2019,3,A,골목상권,1000776,장승배기로19길,,,,,,,4770553
2019,3,A,골목상권,1000775,장승배기로10길,,,,,,,4599587
2019,3,A,골목상권,1000774,여의대방로46길,,,,,,,2840529
2019,3,A,골목상권,1000773,여의대방로24길,,,,,,,3728581
2019,3,A,골목상권,1000772,여의대방로22카길,,,,,,,4492517
2019,3,A,골목상권,1000771,여의대방로22나길,,,,,,,2516298
2019,3,A,골목상권,1000770,여의대방로22길,,,,,,,3381920
2019,3,A,골목상권,1000769,양녕로26길,,,,,,,3172183
2019,3,A,골목상권,1000768,신대방길,,,,,,,3467204
2019,3,A,골목상권,1000767,성대로29길,,,,,,,5215301
2019,3,A,골목상권,1000766,성대로1길,,,,,,,4326170
2019,3,A,골목상권,1000765,서달로8가길,,,,,,,3651206
2019,3,A,골목상권,1000764,서달로15길,,,,,,,2303403
2019,3,A,골목상권,1000763,서달로14길,,,,,,,2619204
2019,3,A,골목상권,1000762,서달로10길,,,,,,,3848869
2019,3,A,골목상권,1000761,상도로62길,,,,,,,5307417
2019,3,A,골목상권,1000760,상도로61길,,,,,,,4063717
2019,3,A,골목상권,1000759,상도로47길,,,,,,,3977835
2019,3,A,골목상권,1000758,상도로37길,,,,,,,3706910
2019,3,A,골목상권,1000757,상도로15길,,,,,,,5474714
2019,3,A,골목상권,1000756,사당로8길,,,,,,,5721390
2019,3,A,골목상권,1000755,사당로30길,,,,,,,4016198
2019,3,A,골목상권,1000754,사당로2차길,,,,,,,2337426
2019,3,A,골목상권,1000753,사당로29길,,,,,,,5267313
2019,3,A,골목상권,1000752,사당로26길,,,,,,,5186038
2019,3,A,골목상권,1000751,사당로23나길,,,,,,,2935849
2019,3,A,골목상권,1000750,사당로23길,,,,,,,3263216
2019,3,A,골목상권,1000749,사당로20길,,,,,,,5562016
2019,3,A,골목상권,1000748,사당로16길,,,,,,,6675011
2019,3,A,골목상권,1000747,사당로16가길,,,,,,,5654700
2019,3,A,골목상권,1000746,만양로8길,,,,,,,6107156
2019,3,A,골목상권,1000745,만양로14길,,,,,,,4122560
2019,3,A,골목상권,1000744,등용로14길,,,,,,,3009531
2019,3,A,골목상권,1000743,동작대로7길,,,,,,,7515489
2019,3,A,골목상권,1000742,동작대로35길,,,,,,,4653908
2019,3,A,골목상권,1000741,동작대로33길,,,,,,,6432318
2019,3,A,골목상권,1000740,동작대로29길,,,,,,,4529896
2019,3,A,골목상권,1000739,동작대로17길,,,,,,,5121286
2019,3,A,골목상권,1000738,대방동2길,,,,,,,3188889
2019,3,A,골목상권,1000737,대방동27길,,,,,,,2826043
2019,3,A,골목상권,1000736,노량진로6길,,,,,,,4488005
2019,3,A,골목상권,1000735,국사봉길,,,,,,,6061798
2019,3,A,골목상권,1000734,국사봉2길,,,,,,,4358337
2019,3,A,골목상권,1000733,국사봉1길,,,,,,,5448085
2019,3,A,골목상권,1000732,영신로9길,,,,,,,6178834
2019,3,A,골목상권,1000731,영등포로84길,,,,,,,4935180
2019,3,A,골목상권,1000730,영등포로80길,,,,,,,4821543
2019,3,A,골목상권,1000729,영등포로62길,,,,,,,4476171
2019,3,A,골목상권,1000728,영등포로35길,,,,,,,4066219
2019,3,A,골목상권,1000727,영등포로27길,,,,,,,4337223
2019,3,A,골목상권,1000726,영등포로25길,,,,,,,3686969
2019,3,A,골목상권,1000725,여의대방로61길,,,,,,,2656478
2019,3,A,골목상권,1000724,여의대방로43나길,,,,,,,4352037
2019,3,A,골목상권,1000723,여의대방로39길,,,,,,,2147784
2019,3,A,골목상권,1000722,여의대방로35길,,,,,,,3920107
2019,3,A,골목상권,1000721,양평로28길,,,,,,,1278148
2019,3,A,골목상권,1000720,양평로22라길,,,,,,,1703244
2019,3,A,골목상권,1000719,양평로19길,,,,,,,3140737
2019,3,A,골목상권,1000718,신길로60길,,,,,,,6035818
2019,3,A,골목상권,1000717,신길로42길,,,,,,,4452189
2019,3,A,골목상권,1000716,신길로42가길,,,,,,,6347416
2019,3,A,골목상권,1000715,신길로39길,,,,,,,5717525
2019,3,A,골목상권,1000714,신길로17길,,,,,,,4103090
2019,3,A,골목상권,1000713,선유서로28길,,,,,,,2809300
2019,3,A,골목상권,1000712,선유서로25길,,,,,,,2184296
2019,3,A,골목상권,1000711,선유서로24길,,,,,,,2981955
2019,3,A,골목상권,1000710,선유로55길,,,,,,,2373859
2019,3,A,골목상권,1000709,디지털로74길,,,,,,,4362774
2019,3,A,골목상권,1000708,디지털로57길,,,,,,,5988173
2019,3,A,골목상권,1000707,디지털로37길,,,,,,,6395645
2019,3,A,골목상권,1000706,도신로62길,,,,,,,4841132
2019,3,A,골목상권,1000705,도신로60길,,,,,,,4410581
2019,3,A,골목상권,1000704,도신로29길,,,,,,,5367864
2019,3,A,골목상권,1000703,도신로15길,,,,,,,4847367
2019,3,A,골목상권,1000702,도림천로21길,,,,,,,5447107
2019,3,A,골목상권,1000701,도림로63길,,,,,,,3945375
2019,3,A,골목상권,1000700,도림로147길,,,,,,,2311817
2019,3,A,골목상권,1000699,도림로112길,,,,,,,5219438
2019,3,A,골목상권,1000698,대림로8길,,,,,,,4750542
2019,3,A,골목상권,1000697,대림로7길,,,,,,,3125603
2019,3,A,골목상권,1000696,대림로44길,,,,,,,3648832
2019,3,A,골목상권,1000695,대림로34길,,,,,,,3979393
2019,3,A,골목상권,1000694,대림로31길,,,,,,,4260513
2019,3,A,골목상권,1000693,대림로29길,,,,,,,6345347
2019,3,A,골목상권,1000692,대림로22길,,,,,,,5467062
2019,3,A,골목상권,1000691,당산로46길,,,,,,,2971017
2019,3,A,골목상권,1000690,당산로38길,,,,,,,3940740
2019,3,A,골목상권,1000689,당산로37길,,,,,,,4680016
2019,3,A,골목상권,1000688,당산로31길,,,,,,,3762574
2019,3,A,골목상권,1000687,국회대로56길,,,,,,,3318714
2019,3,A,골목상권,1000686,경인로90길,,,,,,,2433449
2019,3,A,골목상권,1000685,경인로80길,,,,,,,2519472
2019,3,A,골목상권,1000684,경인로77길,,,,,,,2583121
2019,3,A,골목상권,1000683,가마산로61길,,,,,,,4474840
2019,3,A,골목상권,1000682,시흥대로94길,,,,,,,4169762
2019,3,A,골목상권,1000681,시흥대로84길,,,,,,,4269000
2019,3,A,골목상권,1000680,시흥대로68길,,,,,,,4574685
2019,3,A,골목상권,1000679,시흥대로63길,,,,,,,1799278
2019,3,A,골목상권,1000678,시흥대로62가길,,,,,,,3908292
2019,3,A,골목상권,1000677,시흥대로36길,,,,,,,1487086
2019,3,A,골목상권,1000676,시흥대로22길,,,,,,,1541733
2019,3,A,골목상권,1000675,시흥대로153길,,,,,,,2696751
2019,3,A,골목상권,1000674,시흥대로150길,,,,,,,4272761
2019,3,A,골목상권,1000673,시흥대로141길,,,,,,,2876675
2019,3,A,골목상권,1000672,시흥대로138길,,,,,,,2284419
2019,3,A,골목상권,1000671,시흥대로120길,,,,,,,3972678
2019,3,A,골목상권,1000670,벚꽃로56길,,,,,,,2146821
2019,3,A,골목상권,1000669,범안로17길,,,,,,,1941126
2019,3,A,골목상권,1000668,범안로11길,,,,,,,2225373
2019,3,A,골목상권,1000667,문성로5길,,,,,,,4710704
2019,3,A,골목상권,1000666,독산로85길,,,,,,,3044802
2019,3,A,골목상권,1000665,독산로78다길,,,,,,,4360871
2019,3,A,골목상권,1000664,독산로70길,,,,,,,4309848
2019,3,A,골목상권,1000663,독산로64길,,,,,,,3208866
2019,3,A,골목상권,1000662,독산로50길,,,,,,,1987421
2019,3,A,골목상권,1000661,독산로40길,,,,,,,3534222
2019,3,A,골목상권,1000660,독산로108길,,,,,,,4678994
2019,3,A,골목상권,1000659,남부순환로112길,,,,,,,3126522
2019,3,A,골목상권,1000658,금하로24길,,,,,,,2758373
2019,3,A,골목상권,1000657,금하로1길,,,,,,,574180
2019,3,A,골목상권,1000656,금하로14길,,,,,,,3219575
2019,3,A,골목상권,1000655,가산로5길,,,,,,,2744598
2019,3,A,골목상권,1000654,가산로3길,,,,,,,1946601
2019,3,A,골목상권,1000653,중앙로1길,,,,,,,2304226
2019,3,A,골목상권,1000652,중앙로15길,,,,,,,2950762
2019,3,A,골목상권,1000651,우마길,,,,,,,4155890
2019,3,A,골목상권,1000650,오류로8길,,,,,,,3603607
2019,3,A,골목상권,1000649,신도림로13길,,,,,,,1977839
2019,3,A,골목상권,1000648,새말로18길,,,,,,,3018657
2019,3,A,골목상권,1000647,부일로1길,,,,,,,858285
2019,3,A,골목상권,1000646,부일로15길,,,,,,,2182817
2019,3,A,골목상권,1000645,부일로11길,,,,,,,2031928
2019,3,A,골목상권,1000644,디지털로32길,,,,,,,4434819
2019,3,A,골목상권,1000643,디지털로32가길,,,,,,,3730563
2019,3,A,골목상권,1000642,디지털로27길,,,,,,,4518584
2019,3,A,골목상권,1000641,도림로6길,,,,,,,5390727
2019,3,A,골목상권,1000640,도림로12길,,,,,,,5449320
2019,3,A,골목상권,1000639,남부순환로97길,,,,,,,2259178
2019,3,A,골목상권,1000638,구로중앙로8길,,,,,,,6005029
2019,3,A,골목상권,1000637,구로중앙로7길,,,,,,,5016360
2019,3,A,골목상권,1000636,구로중앙로42길,,,,,,,2082091
2019,3,A,골목상권,1000635,구로중앙로34길,,,,,,,3647528
2019,3,A,골목상권,1000634,구로중앙로28길,,,,,,,4880275
2019,3,A,골목상권,1000633,구로중앙로19길,,,,,,,3334679
2019,3,A,골목상권,1000632,구로동로8길,,,,,,,7966709
2019,3,A,골목상권,1000631,구로동로7길,,,,,,,5167633
2019,3,A,골목상권,1000630,구로동로42길,,,,,,,4451464
2019,3,A,골목상권,1000629,구로동로41길,,,,,,,3597336
2019,3,A,골목상권,1000628,구로동로38길,,,,,,,4130217
2019,3,A,골목상권,1000627,구로동로28길,,,,,,,4244429
2019,3,A,골목상권,1000626,구로동로15길,,,,,,,3306261
2019,3,A,골목상권,1000625,공원로6가길,,,,,,,3731931
2019,3,A,골목상권,1000624,고척로52길,,,,,,,3325492
2019,3,A,골목상권,1000623,고척로27다길,,,,,,,3889972
2019,3,A,골목상권,1000622,고척로27길,,,,,,,4252216
2019,3,A,골목상권,1000621,고척로21나길,,,,,,,3614192
2019,3,A,골목상권,1000620,경인로47길,,,,,,,3175161
2019,3,A,골목상권,1000619,경인로35길,,,,,,,3446808
2019,3,A,골목상권,1000618,경인로31길,,,,,,,2820075
2019,3,A,골목상권,1000617,경인로15길,,,,,,,2795099
2019,3,A,골목상권,1000616,개봉로3길,,,,,,,2166156
2019,3,A,골목상권,1000615,개봉로2길,,,,,,,2652340
2019,3,A,골목상권,1000614,개봉로23가길,,,,,,,2784470
2019,3,A,골목상권,1000613,개봉로20길,,,,,,,2794863
2019,3,A,골목상권,1000612,개봉로1길,,,,,,,1595415
2019,3,A,골목상권,1000611,개봉로17다길,,,,,,,3596457
2019,3,A,골목상권,1000610,개봉로17길,,,,,,,3288000
2019,3,A,골목상권,1000609,개봉로11길,,,,,,,3108721
2019,3,A,골목상권,1000608,화곡로64길,,,,,,,3649101
2019,3,A,골목상권,1000607,화곡로59길,,,,,,,2618065
2019,3,A,골목상권,1000606,화곡로44나길,,,,,,,4474901
2019,3,A,골목상권,1000605,화곡로31길,,,,,,,6000803
2019,3,A,골목상권,1000604,화곡로20길,,,,,,,5331598
2019,3,A,골목상권,1000603,화곡로13길,,,,,,,3947842
2019,3,A,골목상권,1000602,초원로16길,,,,,,,4333621
2019,3,A,골목상권,1000601,초록마을로8길,,,,,,,5526654
2019,3,A,골목상권,1000600,초록마을로3길,,,,,,,4595426
2019,3,A,골목상권,1000599,월정로20길,,,,,,,6958291
2019,3,A,골목상권,1000598,우장산로6길,,,,,,,3853703
2019,3,A,골목상권,1000597,양천로73가길,,,,,,,4834632
2019,3,A,골목상권,1000596,양천로71길,,,,,,,4277622
2019,3,A,골목상권,1000595,양천로49길,,,,,,,1029994
2019,3,A,골목상권,1000594,양천로26길,,,,,,,1778669
2019,3,A,골목상권,1000593,양천로24길,,,,,,,4095924
2019,3,A,골목상권,1000592,양천로24가길,,,,,,,3939030
2019,3,A,골목상권,1000591,양천로14길,,,,,,,4469437
2019,3,A,골목상권,1000590,방화대로6라길,,,,,,,1796998
2019,3,A,골목상권,1000589,방화대로21길,,,,,,,2703768
2019,3,A,골목상권,1000588,등촌로5길,,,,,,,4843078
2019,3,A,골목상권,1000587,등촌로55길,,,,,,,2918764
2019,3,A,골목상권,1000586,등촌로51길,,,,,,,3330788
2019,3,A,골목상권,1000585,등촌로39길,,,,,,,3213455
2019,3,A,골목상권,1000584,등촌로13길,,,,,,,4898538
2019,3,A,골목상권,1000583,남부순환로11길,,,,,,,2996427
2019,3,A,골목상권,1000582,까치산로4길,,,,,,,7064871
2019,3,A,골목상권,1000581,국회대로7길,,,,,,,5388241
2019,3,A,골목상권,1000580,공항대로8길,,,,,,,3135698
2019,3,A,골목상권,1000579,공항대로61길,,,,,,,4234485
2019,3,A,골목상권,1000578,공항대로59다길,,,,,,,5563726
2019,3,A,골목상권,1000577,공항대로59길,,,,,,,4158690
2019,3,A,골목상권,1000576,공항대로55길,,,,,,,2940040
2019,3,A,골목상권,1000575,공항대로42길,,,,,,,2798643
2019,3,A,골목상권,1000574,공항대로38길,,,,,,,2343116
2019,3,A,골목상권,1000573,곰달래로60길,,,,,,,4519792
2019,3,A,골목상권,1000572,곰달래로53길,,,,,,,4233344
2019,3,A,골목상권,1000571,곰달래로47길,,,,,,,4742339
2019,3,A,골목상권,1000570,곰달래로31길,,,,,,,6107487
2019,3,A,골목상권,1000569,곰달래로25길,,,,,,,8714696
2019,3,A,골목상권,1000568,개화동로25길,,,,,,,3377071
2019,3,A,골목상권,1000567,개화동로23길,,,,,,,4394006
2019,3,A,골목상권,1000566,강서로8길,,,,,,,9350574
2019,3,A,골목상권,1000565,강서로5라길,,,,,,,5031866
2019,3,A,골목상권,1000564,강서로5나길,,,,,,,8268793
2019,3,A,골목상권,1000563,강서로5가길,,,,,,,10644899
2019,3,A,골목상권,1000562,강서로47라길,,,,,,,4446211
2019,3,A,골목상권,1000561,강서로47길,,,,,,,4978945
2019,3,A,골목상권,1000560,강서로45다길,,,,,,,4488970
2019,3,A,골목상권,1000559,강서로45길,,,,,,,3050370
2019,3,A,골목상권,1000558,강서로35길,,,,,,,4737918
2019,3,A,골목상권,1000557,강서로29길,,,,,,,6924701
2019,3,A,골목상권,1000556,강서로18길,,,,,,,8169447
2019,3,A,골목상권,1000555,강서로17가길,,,,,,,6592852
2019,3,A,골목상권,1000554,강서로15길,,,,,,,12816019
2019,3,A,골목상권,1000553,가로공원로80길,,,,,,,5668638
2019,3,A,골목상권,1000552,가로공원로76가길,,,,,,,6638440
2019,3,A,골목상권,1000551,화곡로4길,,,,,,,2227866
2019,3,A,골목상권,1000550,화곡로3길,,,,,,,1522447
2019,3,A,골목상권,1000549,지양로7길,,,,,,,2033996
2019,3,A,골목상권,1000548,중앙로55길,,,,,,,5080686
2019,3,A,골목상권,1000547,중앙로51길,,,,,,,5407627
2019,3,A,골목상권,1000546,중앙로47길,,,,,,,4279803
2019,3,A,골목상권,1000545,중앙로45길,,,,,,,4685302
2019,3,A,골목상권,1000544,중앙로36길,,,,,,,2946814
2019,3,A,골목상권,1000543,중앙로32길,,,,,,,2809216
2019,3,A,골목상권,1000542,중앙로25길,,,,,,,3056961
2019,3,A,골목상권,1000541,은행정로7길,,,,,,,5386002
2019,3,A,골목상권,1000540,은행정로5길,,,,,,,3420289
2019,3,A,골목상권,1000539,오목로5길,,,,,,,5523567
2019,3,A,골목상권,1000538,오목로3길,,,,,,,4815711
2019,3,A,골목상권,1000537,오목로30길,,,,,,,6227332
2019,3,A,골목상권,1000536,오목로23길,,,,,,,5417448
2019,3,A,골목상권,1000535,신월로20길,,,,,,,3627595
2019,3,A,골목상권,1000534,신월로15길,,,,,,,5058500
2019,3,A,골목상권,1000533,신목로6길,,,,,,,4650561
2019,3,A,골목상권,1000532,신목로5길,,,,,,,2859052
2019,3,A,골목상권,1000531,신목로2길,,,,,,,3624524
2019,3,A,골목상권,1000530,목동중앙서로8가길,,,,,,,3322899
2019,3,A,골목상권,1000529,목동중앙서로7길,,,,,,,5546359
2019,3,A,골목상권,1000528,목동중앙북로8길,,,,,,,4365211
2019,3,A,골목상권,1000527,목동중앙북로16길,,,,,,,4012161
2019,3,A,골목상권,1000526,목동중앙본로7길,,,,,,,7474895
2019,3,A,골목상권,1000525,목동중앙로3길,,,,,,,5400814
2019,3,A,골목상권,1000524,목동중앙로13나길,,,,,,,762428
2019,3,A,골목상권,1000523,목동중앙남로3가길,,,,,,,6316845
2019,3,A,골목상권,1000522,목동로9길,,,,,,,4807229
2019,3,A,골목상권,1000521,목동로19길,,,,,,,5235914
2019,3,A,골목상권,1000520,목동동로8길,,,,,,,1746379
2019,3,A,골목상권,1000519,목동동로12길,,,,,,,4741817
2019,3,A,골목상권,1000518,목동남로4길,,,,,,,1747888
2019,3,A,골목상권,1000517,남부순환로88길,,,,,,,1557262
2019,3,A,골목상권,1000516,남부순환로79길,,,,,,,2938204
2019,3,A,골목상권,1000515,남부순환로70길,,,,,,,3174515
2019,3,A,골목상권,1000514,남부순환로58길,,,,,,,2776978
2019,3,A,골목상권,1000513,남부순환로40길,,,,,,,2870226
2019,3,A,골목상권,1000512,남부순환로33길,,,,,,,3553549
2019,3,A,골목상권,1000511,곰달래로5길,,,,,,,4261287
2019,3,A,골목상권,1000510,곰달래로3길,,,,,,,4148940
2019,3,A,골목상권,1000509,곰달래로2길,,,,,,,2951621
2019,3,A,골목상권,1000508,곰달래로10길,,,,,,,5313250
2019,3,A,골목상권,1000507,가로공원로58길,,,,,,,2182729
2019,3,A,골목상권,1000506,효창원로93길,,,,,,,6155839
2019,3,A,골목상권,1000505,토정로37길,,,,,,,5437248
2019,3,A,골목상권,1000504,월드컵로8길,,,,,,,5401303
2019,3,A,골목상권,1000503,월드컵로7길,,,,,,,5643314
2019,3,A,골목상권,1000502,월드컵로36길,,,,,,,5023261
2019,3,A,골목상권,1000501,월드컵로25길,,,,,,,6411956
2019,3,A,골목상권,1000500,월드컵로19길,,,,,,,5747928
2019,3,A,골목상권,1000499,월드컵로16길,,,,,,,5619524
2019,3,A,골목상권,1000498,월드컵로11길,,,,,,,6343158
2019,3,A,골목상권,1000497,월드컵로10길,,,,,,,5769741
2019,3,A,골목상권,1000496,와우산로3길,,,,,,,3239890
2019,3,A,골목상권,1000495,와우산로29길,,,,,,,4059608
2019,3,A,골목상권,1000494,와우산로29가길,,,,,,,3495945
2019,3,A,골목상권,1000493,양화진길,,,,,,,2968446
2019,3,A,골목상권,1000492,양화로1길,,,,,,,4205378
2019,3,A,골목상권,1000491,양화로11길,,,,,,,4887443
2019,3,A,골목상권,1000490,신촌로30길,,,,,,,4116697
2019,3,A,골목상권,1000489,신촌로28가길,,,,,,,3953847
2019,3,A,골목상권,1000488,신촌로12길,,,,,,,5759321
2019,3,A,골목상권,1000487,숭문길,,,,,,,3917507
2019,3,A,골목상권,1000486,숭문8길,,,,,,,3655464
2019,3,A,골목상권,1000485,성지3길,,,,,,,2770893
2019,3,A,골목상권,1000484,성산로4길,,,,,,,5274444
2019,3,A,골목상권,1000483,성미산로32길,,,,,,,4553013
2019,3,A,골목상권,1000482,성미산로1길,,,,,,,6072152
2019,3,A,골목상권,1000481,성미산로11길,,,,,,,4055049
2019,3,A,골목상권,1000480,백범로16길,,,,,,,5871711
