,cafe,gu_cd,gu,emd_cd,emd,gibun,road,lng,lat,year
94,빽다방,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 941,서울특별시 강남구 도곡로77길 8,127.058634,37.49889516,2020
95,빽다방청량리역점,11230,동대문구,1123010700,청량리동,서울특별시 동대문구 청량리동 261,서울특별시 동대문구 왕산로 209,127.0458496,37.58096836,2020
96,빽다방압구정로데오점,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 662-1,서울특별시 강남구 선릉로161길 25,127.0383637,37.52740341,2020
97,빽다방,11440,마포구,1144012200,합정동,서울특별시 마포구 합정동 472,서울특별시 마포구 월드컵로1길 14,126.9120459,37.5500407,2020
98,빽다방,11500,강서구,1150010100,염창동,서울특별시 강서구 염창동 240-21,서울특별시 강서구 양천로 583,126.8643281,37.557106,2020
99,빽다방,11215,광진구,1121510300,구의동,서울특별시 광진구 구의동 199-8,서울특별시 광진구 아차산로 480,127.0952274,37.54044948,2020
100,빽다방,11620,관악구,1162010200,신림동,서울특별시 관악구 신림동 1668-15,서울특별시 관악구 남부순환로 1377,126.9037329,37.48010591,2020
101,빽다방,11560,영등포구,1156012800,양평동4가,서울특별시 영등포구 양평동4가 114-1,서울특별시 영등포구 양평로 120,126.894357,37.53781148,2020
102,빽다방,11200,성동구,1120010200,하왕십리동,서울특별시 성동구 하왕십리동 946-16,서울특별시 성동구 왕십리로 363-1,127.0295507,37.56404003,2020
103,빽다방신사역점,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 535-7,서울특별시 강남구 도산대로11길 34,127.0225229,37.51972256,2020
104,빽다방,11230,동대문구,1123010100,신설동,서울특별시 동대문구 신설동 98-27,서울특별시 동대문구 왕산로 20,127.025782,37.57616407,2020
105,빽다방,11320,도봉구,1132010700,창동,서울특별시 도봉구 창동 13-2,서울특별시 도봉구 마들로11길 57,127.0501353,37.65350052,2020
106,빽다방중앙대병원점,11590,동작구,1159010500,흑석동,서울특별시 동작구 흑석동 190-45,서울특별시 동작구 흑석로 93,126.9597961,37.50741907,2020
107,빽다방,11305,강북구,1130510300,수유동,서울특별시 강북구 수유동 221-22,서울특별시 강북구 도봉로87길 48,127.02326,37.6391889,2020
108,빽다방,11710,송파구,1171010700,가락동,서울특별시 송파구 가락동 80,서울특별시 송파구 송파대로28길 27,127.1200802,37.49488154,2020
109,빽다방,11530,구로구,1153010200,구로동,서울특별시 구로구 구로동 197-5,서울특별시 구로구 디지털로33길 27,126.8946567,37.48604936,2020
110,빽다방,11500,강서구,1150010300,화곡동,서울특별시 강서구 화곡동 1006-3,서울특별시 강서구 강서로 245,126.8359891,37.54755838,2020
111,빽다방,11560,영등포구,1156011000,여의도동,서울특별시 영등포구 여의도동 14-24,서울특별시 영등포구 국회대로68길 11,126.9196571,37.52922446,2020
112,빽다방,11560,영등포구,1156011000,여의도동,서울특별시 영등포구 여의도동 17,서울특별시 영등포구 의사당대로 38,126.9181942,37.52554382,2020
113,빽다방,11620,관악구,1162010200,신림동,서울특별시 관악구 신림동 518-36,서울특별시 관악구 난곡로 363,126.9134456,37.48632277,2020
114,빽다방,11140,중구,1114011200,남창동,서울특별시 중구 남창동 281-17,서울특별시 중구 퇴계로 37,126.9763138,37.55843645,2020
115,빽다방,11530,구로구,1153010200,구로동,서울특별시 구로구 구로동 97,서울특별시 구로구 가마산로26길 5,126.8909805,37.49607959,2020
116,빽다방,11500,강서구,1150010500,마곡동,서울특별시 강서구 마곡동 793-9,서울특별시 강서구 강서로 395,126.8385976,37.56104549,2020
117,빽다방,11110,종로구,1111016900,혜화동,서울특별시 종로구 혜화동 167-3,서울특별시 종로구 대학로 143,127.0012914,37.58402373,2020
118,빽다방,11170,용산구,1117012500,한강로2가,서울특별시 용산구 한강로2가 2-196,서울특별시 용산구 새창로 213,126.967249,37.53046119,2020
119,빽다방,11380,은평구,1138010200,녹번동,서울특별시 은평구 녹번동 266,서울특별시 은평구 은평로 235,126.9339061,37.60116671,2020
120,빽다방,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 727,서울특별시 노원구 노해로 482,127.0616965,37.65426882,2020
121,빽다방,11620,관악구,1162010100,봉천동,서울특별시 관악구 봉천동 1686-11,서울특별시 관악구 남부순환로 1919,126.9626053,37.47768205,2020
122,빽다방,11410,서대문구,1141011600,창천동,서울특별시 서대문구 창천동 18-46,서울특별시 서대문구 연세로2길 6,126.9371323,37.55586466,2020
123,빽다방,11590,동작구,1159010200,상도동,서울특별시 동작구 상도동 903,서울특별시 동작구 만양로 6,126.9469376,37.50488132,2020
124,빽다방,11320,도봉구,1132010800,도봉동,서울특별시 도봉구 도봉동 619-17,서울특별시 도봉구 도봉로153길 20,127.0423302,37.67001639,2020
125,빽다방,11500,강서구,1150010300,화곡동,서울특별시 강서구 화곡동 1065-1,서울특별시 강서구 화곡로25길 2,126.8384841,37.54137482,2020
126,홍콩반점&빽다방,11215,광진구,1121510900,군자동,서울특별시 광진구 군자동 361-25,서울특별시 광진구 광나루로 381-1,127.0723089,37.54809278,2020
127,빽다방명동중앙우체,11140,중구,1114012700,명동2가,서울특별시 중구 명동2가 101-3,서울특별시 중구 남대문로 58-1,126.9818508,37.56242189,2020
128,빽다방PAIKSCOFFEE,11440,마포구,1144010400,도화동,서울특별시 마포구 도화동 290-15,서울특별시 마포구 마포대로4길 16,126.946484,37.53875659,2020
129,빽다방,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 858,서울특별시 강남구 강남대로 396,127.0282892,37.49815386,2020
130,빽다방강남소망점,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 627-6,서울특별시 강남구 언주로159길 3,127.0326234,37.52422988,2020
131,빽다방,11170,용산구,1117011300,원효로2가,서울특별시 용산구 원효로2가 90-1,서울특별시 용산구 새창로 132,126.9612251,37.53569749,2020
132,빽다방,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 111,서울특별시 송파구 백제고분로48길 6,127.1138556,37.51154968,2020
