year,road_nm,pop_total,gu,emd
2019,백제고분로34길,4879026,송파구,석촌동
2019,백제고분로33길,5681977,송파구,석촌동
2019,백제고분로32길,4135866,송파구,삼전동
2019,백제고분로31길,6966496,송파구,삼전동
2019,백제고분로22길,3932978,송파구,삼전동
2019,백제고분로21길,5628631,송파구,삼전동
2019,마천로51길,4658441,송파구,마천동
2019,동남로20길,5331652,송파구,가락동
2019,거마로20길,5223934,송파구,마천동
2019,학동로77길,3760710,강남구,청담동
2019,학동로6길,4522283,강남구,논현동
2019,학동로56길,5856369,강남구,삼성동
2019,학동로38길,3436451,강남구,논현동
2019,테헤란로81길,2808172,강남구,삼성동
2019,일원로9길,3561974,강남구,일원동
2019,일원로3길,3753389,강남구,일원동
2019,영동대로65길,4400380,강남구,대치동
2019,영동대로112길,2051499,강남구,삼성동
2019,언주로81길,6846401,강남구,역삼동
2019,압구정로2길,3691251,강남구,신사동
2019,선릉로18길,945512,강남구,개포동
2019,선릉로146길,4002365,강남구,청담동
2019,선릉로133길,4651337,강남구,논현동
2019,선릉로132길,6167199,강남구,청담동
2019,선릉로121길,5080722,강남구,논현동
2019,삼성로75길,6987253,강남구,대치동
2019,삼성로69길,6529706,강남구,대치동
2019,삼성로64길,3993656,강남구,대치동
2019,삼성로63길,6114325,강남구,대치동
2019,삼성로57길,4976360,강남구,대치동
2019,삼성로147길,3751184,강남구,청담동
2019,삼성로115길,3811014,강남구,삼성동
2019,봉은사로68길,3667541,강남구,삼성동
2019,봉은사로57길,3847796,강남구,삼성동
2019,봉은사로43길,5707228,강남구,논현동
2019,봉은사로29길,5551822,강남구,논현동
2019,봉은사로109길,2364052,강남구,삼성동
2019,도산대로89길,2563805,강남구,청담동
2019,도산대로81길,2681716,강남구,청담동
2019,도산대로50길,4249517,강남구,논현동
2019,도산대로38길,2427544,강남구,논현동
2019,도산대로30길,2722956,강남구,논현동
2019,도산대로23길,3541381,강남구,신사동
2019,도산대로15길,3650950,강남구,신사동
2019,도곡로37길,5970057,강남구,역삼동
2019,논현로8길,1910341,강남구,개포동
2019,논현로63길,4510252,강남구,역삼동
2019,논현로28길,2826310,강남구,도곡동
2019,논현로26길,2719061,강남구,도곡동
2019,논현로159길,3606264,강남구,신사동
2019,논현로139길,3730515,강남구,논현동
2019,논현로123길,3812685,강남구,논현동
2019,논현로115길,6020296,강남구,논현동
2019,논현로10길,3169411,강남구,개포동
2019,논현로106길,3839797,강남구,역삼동
2019,남부순환로365길,4025089,강남구,도곡동
2019,개포로82길,497133,강남구,개포동
2019,개포로28길,2580412,강남구,개포동
2019,개포로20길,3506711,강남구,개포동
2019,개포로17길,2769176,강남구,개포동
2019,강남대로140길,3436846,강남구,논현동
2019,강남대로136길,4392466,강남구,논현동
2019,강남대로118길,4984027,강남구,논현동
2019,서초중앙로8길,4619735,서초구,서초동
2019,방배중앙로21길,4531100,서초구,방배동
2019,효령로72길,3480827,서초구,서초동
2019,효령로34길,2132758,서초구,방배동
2019,효령로31길,4011584,서초구,방배동
2019,효령로23길,3784247,서초구,방배동
2019,청두곶길,5029849,서초구,방배동
2019,주흥길,5412842,서초구,반포동
2019,주흥15길,5054264,서초구,반포동
2019,언남길,2521900,서초구,양재동
2019,신반포로45길,4502440,서초구,잠원동
2019,서초대로8길,3472849,서초구,방배동
2019,서초대로64길,4057847,서초구,서초동
2019,서초대로4길,5112464,서초구,방배동
2019,서초대로25길,4631486,서초구,방배동
2019,서초대로23길,4068376,서초구,방배동
2019,서초대로15길,3970987,서초구,방배동
2019,사평대로57길,5336095,서초구,반포동
2019,사평대로26길,1931682,서초구,반포동
2019,사평대로22길,3110144,서초구,반포동
2019,사임당로17길,5229462,서초구,서초동
2019,방배로42길,3195268,서초구,방배동
2019,방배로35길,4529012,서초구,방배동
2019,방배로18길,3298280,서초구,방배동
2019,반포대로9길,2605495,서초구,서초동
2019,바우뫼로39길,3177386,서초구,양재동
2019,마방로2길,2411199,서초구,양재동
2019,방배천로4안길,4052240,서초구,방배동
2019,동산로19길,3202749,서초구,양재동
2019,동산로10길,2733567,서초구,양재동
2019,동광로39길,2847456,서초구,반포동
2019,동광로1길,4692564,서초구,방배동
2019,동광로12길,6055614,서초구,방배동
2019,논현로27길,2591887,서초구,양재동
2019,논현로1길,3015477,서초구,양재동
2019,남부순환로339길,2936956,서초구,서초동
2019,남부순환로325길,3232385,서초구,서초동
2019,남부순환로317길,3307132,서초구,서초동
2019,고무래로8길,2947063,서초구,반포동
2019,강남대로8길,3018115,서초구,양재동
2019,강남대로34길,3461611,서초구,양재동
2019,강남대로23길,1265297,서초구,양재동
2019,봉천동,5813053,관안구,
2019,원신길,2997070,관악구,신림동
2019,신림동,4042617,관악구,
2019,양산길,3802186,관악구,신림동
2019,호암로24길,8938856,관악구,신림동
2019,호암로20길,8057270,관악구,신림동
2019,행운길,8185693,관악구,봉천동
2019,행운1길,8193212,관악구,봉천동
2019,청림3길,5105117,관악구,봉천동
2019,구,7211602,동대문,
2019,청룡8길,6342154,관악구,봉천동
2019,중앙길,8814143,관악구,봉천동
2019,조원중앙로2길,5321927,관악구,신림동
2019,조원로18길,4774130,관악구,신림동
2019,조원로10길,6426709,관악구,신림동
2019,장군봉2길,4986323,관악구,봉천동
2019,장군봉1길,5913258,관악구,봉천동
2019,인헌길,4134082,관악구,봉천동
2019,은천로25길,3968615,관악구,봉천동
2019,양녕로6길,7994968,관악구,봉천동
2019,신원로3길,8184797,관악구,신림동
2019,신사로20길,3994902,관악구,신림동
2019,신림로65길,9218728,관악구,신림동
2019,신림로64길,6271697,관악구,신림동
2019,신림로48길,4102830,관악구,신림동
2019,신림로38길,3758245,관악구,신림동
2019,신림로28길,6718236,관악구,신림동
2019,신림로11길,5612363,관악구,신림동
2019,신림동길,8646699,관악구,신림동
2019,승방길,4579605,관악구,남현동
2019,서림7길,4469263,관악구,신림동
2019,봉천로33길,6687381,관악구,봉천동
2019,봉천로13길,4949991,관악구,봉천동
2019,복은길,4946164,관악구,신림동
2019,법원단지길,4558373,관악구,신림동
2019,법원단지9길,5033866,관악구,신림동
2019,미성5길,4332803,관악구,신림동
2019,대학길,6197067,관악구,신림동
2019,대학로14길,4298730,종로구,혜화동
2019,당곡길,4127337,관악구,봉천동
2019,남현길,5957151,관악구,남현동
2019,남현3길,6391242,관악구,남현동
2019,남현2길,7418898,관악구,남현동
2019,남부순환로248길,4219195,관악구,봉천동
2019,남부순환로234길,4680735,관악구,봉천동
2019,남부순환로172길,6408510,관악구,신림동
2019,남부순환로161길,5253853,관악구,신림동
2019,남부순환로151길,5276980,관악구,신림동
2019,남부순환로142길,3919734,관악구,신림동
2019,난향길,1274130,관악구,신림동
2019,난우길,5140293,관악구,신림동
2019,난곡로74길,5252205,관악구,신림동
2019,난곡로34길,4359253,관악구,신림동
2019,난곡로26길,3432267,관악구,신림동
2019,난곡로24길,2585768,관악구,신림동
2019,낙성대역길,5581550,관악구,봉천동
2019,국회단지길,4991471,관악구,봉천동
2019,구암길,3547275,관악구,봉천동
2019,관천로22길,6661769,관악구,신림동
2019,관천로15길,6204658,관악구,신림동
2019,관악로30길,4434826,관악구,봉천동
2019,관악로28길,4419141,관악구,봉천동
2019,관악로14길,7724311,관악구,봉천동
2019,관악로10길,5789417,관악구,봉천동
2019,흑석로9길,2617247,동작구,흑석동
2019,흑석로13길,2576827,동작구,흑석동
2019,장승배기로27길,4929058,동작구,노량진동
2019,장승배기로19길,4770553,동작구,노량진동
2019,장승배기로10길,4599587,동작구,상도동
2019,여의대방로46길,2840529,동작구,대방동
2019,여의대방로24길,3728581,동작구,대방동
2019,여의대방로22카길,4492517,동작구,신대방동
2019,여의대방로22나길,2516298,동작구,신대방동
2019,여의대방로22길,3381920,동작구,신대방동
2019,양녕로26길,3172183,동작구,상도동
2019,신대방길,3467204,동작구,신대방동
2019,성대로29길,5215301,동작구,상도동
2019,성대로1길,4326170,동작구,상도동
2019,서달로8가길,3651206,동작구,흑석동
2019,서달로15길,2303403,동작구,흑석동
2019,서달로14길,2619204,동작구,흑석동
2019,서달로10길,3848869,동작구,흑석동
2019,상도로62길,5307417,동작구,상도동
2019,상도로61길,4063717,동작구,상도동
2019,상도로47길,3977835,동작구,상도1동
2019,상도로37길,3706910,동작구,상도1동
2019,상도로15길,5474714,동작구,상도동
2019,사당로8길,5721390,동작구,사당동
2019,사당로30길,4016198,동작구,사당동
2019,사당로2차길,2337426,동작구,사당동
2019,사당로29길,5267313,동작구,사당동
2019,사당로26길,5186038,동작구,사당동
2019,사당로23나길,2935849,동작구,사당동
2019,사당로23길,3263216,동작구,사당동
2019,사당로20길,5562016,동작구,사당동
2019,사당로16길,6675011,동작구,사당동
2019,사당로16가길,5654700,동작구,사당동
2019,만양로8길,6107156,동작구,노량진동
2019,만양로14길,4122560,동작구,노량진동
2019,등용로14길,3009531,동작구,대방동
2019,동작대로7길,7515489,동작구,사당동
2019,동작대로35길,4653908,동작구,사당동
2019,동작대로33길,6432318,동작구,사당동
2019,동작대로29길,4529896,동작구,사당동
2019,동작대로17길,5121286,동작구,사당동
2019,대방동2길,3188889,동작구,대방동
2019,대방동27길,2826043,동작구,대방동
2019,노량진로6길,4488005,동작구,노량진동
2019,국사봉길,6061798,동작구,대방동
2019,국사봉2길,4358337,동작구,신대방동
2019,국사봉1길,5448085,동작구,대방동
2019,구,6178834,영등포,
2019,구,4935180,영등포,
2019,구,4821543,영등포,
2019,구,4476171,영등포,
2019,구,4066219,영등포,
2019,구,4337223,영등포,
2019,구,3686969,영등포,
2019,구,2656478,영등포,
2019,구,4352037,영등포,
2019,구,2147784,영등포,
2019,구,3920107,영등포,
2019,구,1278148,영등포,
2019,구,1703244,영등포,
2019,구,3140737,영등포,
2019,구,6035818,영등포,
2019,구,4452189,영등포,
2019,구,6347416,영등포,
2019,구,5717525,영등포,
2019,구,4103090,영등포,
2019,구,2809300,영등포,
2019,구,2184296,영등포,
2019,구,2981955,영등포,
2019,구,2373859,영등포,
2019,구,4362774,영등포,
2019,구,5988173,영등포,
2019,구,6395645,영등포,
2019,구,4841132,영등포,
2019,구,4410581,영등포,
2019,구,5367864,영등포,
2019,구,4847367,영등포,
2019,구,5447107,영등포,
2019,구,3945375,영등포,
2019,구,2311817,영등포,
2019,구,5219438,영등포,
2019,구,4750542,영등포,
2019,구,3125603,영등포,
2019,구,3648832,영등포,
2019,구,3979393,영등포,
2019,구,4260513,영등포,
2019,구,6345347,영등포,
2019,구,5467062,영등포,
2019,구,2971017,영등포,
2019,구,3940740,영등포,
2019,구,4680016,영등포,
2019,구,3762574,영등포,
2019,구,3318714,영등포,
2019,구,2433449,영등포,
2019,구,2519472,영등포,
2019,구,2583121,영등포,
2019,구,4474840,영등포,
2019,시흥대로94길,4169762,금천구,독산동
2019,시흥대로84길,4269000,금천구,독산동
2019,시흥대로68길,4574685,금천구,시흥동
2019,시흥대로63길,1799278,금천구,시흥동
2019,시흥대로62가길,3908292,금천구,시흥동
2019,시흥대로36길,1487086,금천구,시흥동
2019,시흥대로22길,1541733,금천구,시흥동
2019,시흥대로153길,2696751,금천구,독산동
2019,시흥대로150길,4272761,금천구,독산동
2019,시흥대로141길,2876675,금천구,독산동
2019,시흥대로138길,2284419,금천구,독산동
2019,시흥대로120길,3972678,금천구,독산동
2019,벚꽃로56길,2146821,금천구,가산동
2019,범안로17길,1941126,금천구,독산동
2019,범안로11길,2225373,금천구,독산동
2019,문성로5길,4710704,금천구,독산동
2019,독산로85길,3044802,금천구,독산동
2019,독산로78다길,4360871,금천구,독산동
2019,독산로70길,4309848,금천구,독산동
2019,독산로64길,3208866,금천구,독산동
2019,독산로50길,1987421,금천구,독산동
2019,독산로40길,3534222,금천구,시흥동
2019,독산로108길,4678994,금천구,독산동
2019,남부순환로112길,3126522,금천구,가산동
2019,금하로24길,2758373,금천구,시흥동
2019,금하로1길,574180,금천구,독산동
2019,금하로14길,3219575,금천구,시흥동
2019,가산로5길,2744598,금천구,독산동
2019,가산로3길,1946601,금천구,독산동
2019,중앙로1길,2304226,구로구,고척동
2019,중앙로15길,2950762,구로구,고척동
2019,우마길,4155890,구로구,가리봉동
2019,오류로8길,3603607,구로구,오류동
2019,신도림로13길,1977839,구로구,신도림동
2019,새말로18길,3018657,구로구,구로동
2019,부일로1길,858285,구로구,온수동
2019,부일로15길,2182817,구로구,궁동
2019,부일로11길,2031928,구로구,궁동
2019,디지털로32길,4434819,구로구,구로동
2019,디지털로32가길,3730563,구로구,구로동
2019,디지털로27길,4518584,구로구,구로동
2019,도림로6길,5390727,구로구,구로동
2019,도림로12길,5449320,구로구,구로동
2019,남부순환로97길,2259178,구로구,개봉동
2019,구로중앙로8길,6005029,구로구,구로동
2019,구로중앙로7길,5016360,구로구,구로동
2019,구로중앙로42길,2082091,구로구,신도림동
2019,구로중앙로34길,3647528,구로구,구로동
2019,구로중앙로28길,4880275,구로구,구로동
2019,구로중앙로19길,3334679,구로구,구로동
2019,구로동로8길,7966709,구로구,구로동
2019,구로동로7길,5167633,구로구,가리봉동
2019,구로동로42길,4451464,구로구,구로동
2019,구로동로41길,3597336,구로구,구로동
2019,구로동로38길,4130217,구로구,구로동
2019,구로동로28길,4244429,구로구,구로동
2019,구로동로15길,3306261,구로구,구로동
2019,공원로6가길,3731931,구로구,구로동
2019,고척로52길,3325492,구로구,고척동
2019,고척로27다길,3889972,구로구,개봉동
2019,고척로27길,4252216,구로구,개봉동
2019,고척로21나길,3614192,구로구,개봉동
2019,경인로47길,3175161,구로구,고척동
2019,경인로35길,3446808,구로구,개봉동
2019,경인로31길,2820075,구로구,개봉동
2019,경인로15길,2795099,구로구,오류동
2019,개봉로3길,2166156,구로구,개봉동
2019,개봉로2길,2652340,구로구,개봉동
2019,개봉로23가길,2784470,구로구,개봉동
2019,개봉로20길,2794863,구로구,개봉동
2019,개봉로1길,1595415,구로구,개봉동
2019,개봉로17다길,3596457,구로구,개봉동
2019,개봉로17길,3288000,구로구,개봉동
2019,개봉로11길,3108721,구로구,개봉동
2019,화곡로64길,3649101,강서구,등촌동
2019,화곡로59길,2618065,강서구,화곡동
2019,화곡로44나길,4474901,강서구,화곡동
2019,화곡로31길,6000803,강서구,화곡동
2019,화곡로20길,5331598,강서구,화곡동
2019,화곡로13길,3947842,강서구,화곡동
2019,초원로16길,4333621,강서구,방화동
2019,초록마을로8길,5526654,강서구,화곡동
2019,초록마을로3길,4595426,강서구,화곡동
2019,월정로20길,6958291,강서구,화곡동
2019,우장산로6길,3853703,강서구,내발산동
2019,양천로73가길,4834632,강서구,염창동
2019,양천로71길,4277622,강서구,염창동
2019,양천로49길,1029994,강서구,가양동
2019,양천로26길,1778669,강서구,방화동
2019,양천로24길,4095924,강서구,방화동
2019,양천로24가길,3939030,강서구,방화동
2019,양천로14길,4469437,강서구,방화동
2019,방화대로6라길,1796998,강서구,공항동
2019,방화대로21길,2703768,강서구,공항동
2019,등촌로5길,4843078,강서구,화곡동
2019,등촌로55길,2918764,강서구,등촌동
2019,등촌로51길,3330788,강서구,등촌동
2019,등촌로39길,3213455,강서구,등촌동
2019,등촌로13길,4898538,강서구,화곡동
2019,남부순환로11길,2996427,강서구,공항동
2019,까치산로4길,7064871,강서구,화곡동
2019,국회대로7길,5388241,강서구,화곡동
2019,공항대로8길,3135698,강서구,공항동
2019,공항대로61길,4234485,강서구,염창동
2019,공항대로59다길,5563726,강서구,등촌동
2019,공항대로59길,4158690,강서구,등촌동
2019,공항대로55길,2940040,강서구,등촌동
2019,공항대로42길,2798643,강서구,내발산동
2019,공항대로38길,2343116,강서구,내발산동
2019,곰달래로60길,4519792,강서구,화곡동
2019,곰달래로53길,4233344,강서구,화곡동
2019,곰달래로47길,4742339,강서구,화곡동
2019,곰달래로31길,6107487,강서구,화곡동
2019,곰달래로25길,8714696,강서구,화곡동
2019,개화동로25길,3377071,강서구,방화동
2019,개화동로23길,4394006,강서구,방화동
2019,강서로8길,9350574,강서구,화곡동
2019,강서로5라길,5031866,강서구,화곡동
2019,강서로5나길,8268793,강서구,화곡동
2019,강서로5가길,10644899,강서구,화곡동
2019,강서로47라길,4446211,강서구,내발산동
2019,강서로47길,4978945,강서구,내발산동
2019,강서로45다길,4488970,강서구,화곡동
2019,강서로45길,3050370,강서구,화곡동
2019,강서로35길,4737918,강서구,화곡동
2019,강서로29길,6924701,강서구,화곡동
2019,강서로18길,8169447,강서구,화곡동
2019,강서로17가길,6592852,강서구,화곡동
2019,강서로15길,12816019,강서구,화곡동
2019,가로공원로80길,5668638,강서구,화곡동
2019,가로공원로76가길,6638440,강서구,화곡동
2019,화곡로4길,2227866,양천구,신월동
2019,화곡로3길,1522447,양천구,신월동
2019,지양로7길,2033996,양천구,신월동
2019,중앙로55길,5080686,양천구,신월동
2019,중앙로51길,5407627,양천구,신월동
2019,중앙로47길,4279803,양천구,신정동
2019,중앙로45길,4685302,양천구,신정동
2019,중앙로36길,2946814,양천구,신정동
2019,중앙로32길,2809216,양천구,신정동
2019,중앙로25길,3056961,양천구,신정동
2019,은행정로7길,5386002,양천구,신정동
2019,은행정로5길,3420289,양천구,신정동
2019,오목로5길,5523567,양천구,신월동
2019,오목로3길,4815711,양천구,신월동
2019,오목로30길,6227332,양천구,신정동
2019,오목로23길,5417448,양천구,신정동
2019,신월로20길,3627595,양천구,신월동
2019,신월로15길,5058500,양천구,신월동
2019,신목로6길,4650561,양천구,신정동
2019,신목로5길,2859052,양천구,신정동
2019,신목로2길,3624524,양천구,신정동
2019,목동중앙서로8가길,3322899,양천구,목동
2019,목동중앙서로7길,5546359,양천구,목동
2019,목동중앙북로8길,4365211,양천구,목동
2019,목동중앙북로16길,4012161,양천구,목동
2019,목동중앙본로7길,7474895,양천구,목동
2019,목동중앙로3길,5400814,양천구,목동
2019,목동중앙로13나길,762428,양천구,목동
2019,목동중앙남로3가길,6316845,양천구,목동
2019,목동로9길,4807229,양천구,신정동
2019,목동로19길,5235914,양천구,신정동
2019,목동동로8길,1746379,양천구,신정동
2019,목동동로12길,4741817,양천구,목동
2019,목동남로4길,1747888,양천구,신정동
2019,남부순환로88길,1557262,양천구,신정동
2019,남부순환로79길,2938204,양천구,신월동
2019,남부순환로70길,3174515,양천구,신월동
2019,남부순환로58길,2776978,양천구,신월동
2019,남부순환로40길,2870226,양천구,신월동
2019,남부순환로33길,3553549,양천구,신월동
2019,곰달래로5길,4261287,양천구,신월동
2019,곰달래로3길,4148940,양천구,신월동
2019,곰달래로2길,2951621,양천구,신월동
2019,곰달래로10길,5313250,양천구,신월동
2019,가로공원로58길,2182729,양천구,신월동
2019,효창원로93길,6155839,마포구,공덕동
2019,토정로37길,5437248,마포구,용강동
2019,월드컵로8길,5401303,마포구,서교동
2019,월드컵로7길,5643314,마포구,합정동
2019,월드컵로36길,5023261,마포구,성산동
2019,월드컵로25길,6411956,마포구,망원동
2019,월드컵로19길,5747928,마포구,망원동
2019,월드컵로16길,5619524,마포구,서교동
2019,월드컵로11길,6343158,마포구,망원동
2019,월드컵로10길,5769741,마포구,서교동
2019,와우산로3길,3239890,마포구,상수동
2019,와우산로29길,4059608,마포구,서교동
2019,와우산로29가길,3495945,마포구,서교동
2019,양화진길,2968446,마포구,합정동
2019,양화로1길,4205378,마포구,합정동
2019,양화로11길,4887443,마포구,서교동
2019,신촌로30길,4116697,마포구,아현동
2019,신촌로28가길,3953847,마포구,아현동
2019,신촌로12길,5759321,마포구,동교동
2019,숭문길,3917507,마포구,염리동
2019,숭문2길,3655464,마포구,염리동
2019,성지3길,2770893,마포구,합정동
2019,성산로4길,5274444,마포구,성산동
2019,성미산로32길,4553013,마포구,연남동
2019,성미산로1길,6072152,마포구,성산동
2019,성미산로11길,4055049,마포구,성산동
2019,백범로16길,5871711,마포구,대흥동
2019,방울내로9안길,5848838,마포구,망원동
2019,모래내로7길,3835491,마포구,성산동
2019,매봉산로2길,2302894,마포구,상암동
2019,망원로2길,6639507,마포구,망원동
2019,망원로11길,6165060,마포구,망원동
2019,만리재옛길,7168221,마포구,공덕동
2019,마포대로4길,4052631,마포구,마포동
2019,마포대로20길,5168038,마포구,아현동
2019,마포대로12길,5515346,마포구,공덕동
2019,동교로38길,5918849,마포구,연남동
2019,동교로27길,6469374,마포구,동교동
2019,동교로25길,4588116,마포구,동교동
2019,동교로19길,4348925,마포구,서교동
2019,동교로17길,5247215,마포구,서교동
2019,독막로8길,3232324,마포구,합정동
2019,독막로32길,5455773,마포구,신수동
2019,독막로22길,2613391,마포구,창전동
2019,도화길,5122788,마포구,도화동
2019,도화4길,5380546,마포구,도화동
2019,대흥로28길,4318935,마포구,대흥동
2019,대흥로21길,7295029,마포구,대흥동
2019,광성로6길,4046864,마포구,신수동
2019,구,2280854,서대문,
2019,구,3999684,서대문,
2019,구,4179781,서대문,
2019,구,5025799,서대문,
2019,구,2288297,서대문,
2019,구,3503720,서대문,
2019,구,9840626,서대문,
2019,구,6047849,서대문,
2019,구,8986739,서대문,
2019,구,6698983,서대문,
2019,구,5942391,서대문,
2019,구,6011354,서대문,
2019,구,2606031,서대문,
2019,구,15449130,서대문,
2019,구,3328559,서대문,
2019,구,5731640,서대문,
2019,구,5174803,서대문,
2019,구,4814505,서대문,
2019,구,16535770,서대문,
2019,구,4216424,서대문,
2019,구,5439388,서대문,
2019,구,5852244,서대문,
2019,구,4651768,서대문,
2019,통일로92길,6113579,은평구,불광동
2019,통일로87길,7343165,은평구,갈현동
2019,통일로78길,4574716,은평구,불광동
2019,통일로69길,6802598,은평구,대조동
2019,진흥로1길,8545963,은평구,역촌동
2019,진흥로12길,7671365,은평구,녹번동
2019,증산서길,2986268,은평구,수색동
2019,증산로9길,2987593,은평구,증산동
2019,증산로5길,2858937,은평구,증산동
2019,증산로21길,8143965,은평구,신사동
2019,증산로17길,4573907,은평구,신사동
2019,증산로15길,3632141,은평구,신사동
2019,증산로13길,5585714,은평구,증산동
2019,응암로34길,6829421,은평구,응암동
2019,응암로22길,5326428,은평구,응암동
2019,응암로14길,5509364,은평구,응암동
2019,응암로13길,5787252,은평구,응암동
2019,응암로12길,5972981,은평구,응암동
2019,은평로8길,9179682,은평구,응암동
2019,은평로3길,8057427,은평구,신사동
2019,은평로20길,2220182,은평구,응암동
2019,은평로13길,5870747,은평구,응암동
2019,은평로10길,5143920,은평구,응암동
2019,연서로5길,6394166,은평구,역촌동
2019,연서로41길,4465548,은평구,불광동
2019,연서로3길,5507869,은평구,역촌동
2019,연서로34길,4921097,은평구,불광동
2019,연서로33길,4243527,은평구,불광동
2019,연서로29길,6919934,은평구,갈현동
2019,연서로28길,6804959,은평구,대조동
2019,연서로27길,9126698,은평구,갈현동
2019,연서로21길,5870818,은평구,갈현동
2019,연서로17길,5486941,은평구,갈현동
2019,연서로16길,7538977,은평구,역촌동
2019,연서로13길,5621350,은평구,구산동
2019,연서로11길,5984740,은평구,구산동
2019,역말로9길,7060727,은평구,대조동
2019,수색로18길,1260465,은평구,수색동
2019,서오릉로8길,6893780,은평구,대조동
2019,서오릉로21길,3693862,은평구,구산동
2019,구,8131539,서대문,
2019,갈현로7길,5972206,은평구,역촌동
2019,갈현로41길,5378438,은평구,갈현동
2019,갈현로33길,6269387,은평구,갈현동
2019,갈현로1길,5306303,은평구,신사동
2019,가좌로7길,9310628,은평구,응암동
2019,한글비석로44길,5454356,노원구,상계동
2019,한글비석로24길,6349225,노원구,상계동
2019,한글비석로22길,4197687,노원구,상계동
2019,석계로1길,3427512,노원구,월계동
2019,상계로9가길,8618308,노원구,상계동
2019,상계로1길,6841536,노원구,상계동
2019,상계로12길,9714158,노원구,상계동
2019,동일로242길,2538432,노원구,상계동
2019,동일로192길,8632770,노원구,공릉동
2019,동일로173가길,6086145,노원구,공릉동
2019,공릉로58길,1419226,노원구,하계동
2019,해등로16길,4394820,도봉구,창동
2019,우이천로4다길,5049675,도봉구,창동
2019,우이천로32길,3855544,도봉구,쌍문동
2019,시루봉로23길,1905583,도봉구,방학동
2019,삼양로144길,2185700,도봉구,쌍문동
2019,방학로6가길,4795152,도봉구,방학동
2019,방학로5길,5445262,도봉구,방학동
2019,방학로15길,1962874,도봉구,방학동
2019,방학로10길,3713146,도봉구,방학동
2019,도봉산길,1187822,도봉구,도봉동
2019,도봉산4길,371490,도봉구,도봉동
2019,도봉로181길,1625347,도봉구,도봉동
2019,도봉로169나길,1632633,도봉구,도봉동
2019,도봉로156길,1720196,도봉구,도봉동
2019,도봉로152가길,2050312,도봉구,도봉동
2019,도봉로147길,4479274,도봉구,방학동
2019,도봉로143길,3546156,도봉구,방학동
2019,도봉로114길,9725353,도봉구,창동
2019,도봉로109길,7478923,도봉구,쌍문동
2019,도당로29길,3423101,도봉구,방학동
2019,도당로19길,3905725,도봉구,방학동
2019,도당로13바길,4348338,도봉구,방학동
2019,도당로13가길,4368676,도봉구,방학동
2019,덕릉로60길,5143560,노원구,월계동
2019,노해로63다길,2972608,도봉구,창동
2019,노해로60길,8667041,도봉구,쌍문동
2019,한천로140길,5441162,강북구,수유동
2019,한천로139가길,6300738,강북구,수유동
2019,한천로132길,7061495,강북구,번동
2019,한천로130길,5788266,강북구,번동
2019,한천로124나길,5536105,강북구,번동
2019,한천로109길,3605578,강북구,번동
2019,인수봉로79길,2109450,강북구,수유동
2019,인수봉로72길,5042957,강북구,수유동
2019,인수봉로56길,5026469,강북구,수유동
2019,오패산로67길,6252230,강북구,번동
2019,오패산로52길,4854858,강북구,미아동
2019,오패산로30길,4739987,강북구,미아동
2019,수유로12길,6337386,강북구,수유동
2019,솔샘로65길,6330570,강북구,미아동
2019,솔매로50길,6597216,강북구,미아동
2019,솔매로45길,3583173,강북구,미아동
2019,솔매로41길,5618257,강북구,미아동
2019,삼양로93길,5740736,강북구,수유동
2019,삼양로77길,4958480,강북구,수유동
2019,삼양로54길,5553246,강북구,미아동
2019,삼양로41길,7690137,강북구,미아동
2019,삼양로27길,5354981,강북구,미아동
2019,삼양로24길,6485784,강북구,미아동
2019,삼양로20길,5680865,강북구,미아동
2019,삼각산로28길,7689818,강북구,수유동
2019,도봉로99길,3976014,강북구,수유동
2019,도봉로8길,3428550,강북구,미아동
2019,도봉로76길,5498912,강북구,미아동
2019,도봉로67길,4498018,강북구,미아동
2019,도봉로45길,4805419,강북구,미아동
2019,도봉로18길,5133717,강북구,미아동
2019,도봉로13길,4985647,강북구,미아동
2019,덕릉로41길,7016730,강북구,번동
2019,덕릉로40길,2623814,강북구,번동
2019,노해로33길,4704598,강북구,수유동
2019,노해로23길,4980258,강북구,수유동
2019,노해로17길,6963090,강북구,수유동
2019,화랑로40길,3299250,성북구,석관동
2019,구,4671187,동대문,
2019,화랑로1길,5702136,성북구,하월곡동
2019,화랑로19길,4749693,성북구,상월곡동
2019,화랑로14길,3585473,성북구,하월곡동
2019,화랑로13길,3819003,성북구,하월곡동
2019,한천로76길,3730242,성북구,석관동
2019,한천로101가길,2799744,성북구,장위동
2019,창경궁로43길,3120969,성북구,성북동1가
2019,지봉로20길,4391471,성북구,보문동3가
2019,종암로5길,2682320,성북구,종암동
2019,종암로24가길,3533346,성북구,종암동
2019,종암로21길,3743556,성북구,종암동
2019,종암로19길,4153012,성북구,종암동
2019,종암로16길,5146771,성북구,종암동
2019,정릉로8길,456000,성북구,정릉동
2019,정릉로27길,5896949,성북구,정릉동
2019,정릉로26길,2993757,성북구,정릉동
2019,장위로10길,2765022,성북구,장위동
2019,장월로1길,3710438,성북구,상월곡동
2019,안암동,4151638,성북구,
2019,안암동,5086866,성북구,
2019,안암동,3698269,성북구,
2019,개운사길,1970433,성북구,안암동5가
2019,안암동,6272496,성북구,
2019,안암동,3218616,성북구,
2019,오패산로4길,5490225,성북구,하월곡동
2019,오패산로3길,4976188,성북구,하월곡동
