field_1,code,cafe_nm,gu_code,gu,dong_cd,dong,gibun,road,lng,lat,year,NUMPOINTS,HubName,HubDist,cafe_cd
"409","23454449",스타벅스,"11650",서초구,"1165010200",양재동,서울특별시 서초구 양재동 14-4,서울특별시 서초구 강남대로,127.036850060857,37.4823203167867,"2020","4",양재역,410.562491531069,"1"
"410","20378251",스타벅스신압구정점,"11680",강남구,"1168010700",신사동,서울특별시 강남구 신사동 639-7,서울특별시 강남구 언주로174길,127.036420025086,37.5281084112342,"2020","2",압구정로데오역,453.338203784823,"1"
"411","16602466",스타벅스,"11650",서초구,"1165010100",방배동,서울특별시 서초구 방배동 1022-5,서울특별시 서초구 방배로,126.999418708672,37.4793421199888,"2020","4",방배역,302.217506842675,"1"
"412","25742491",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 755,서울특별시 강남구 역삼로,127.048406096675,37.4992276933378,"2020","2",한티역,281.597189283187,"1"
"413","20545007",스타벅스가락시장역점,"11710",송파구,"1171010700",가락동,서울특별시 송파구 가락동 79,서울특별시 송파구 중대로,127.121533304074,37.4944057821458,"2020","4",가락시장역,336.537853458226,"1"
"414","16607287",스타벅스,"11350",노원구,"1135010300",공릉동,서울특별시 노원구 공릉동 597-34,서울특별시 노원구 동일로,127.074204887635,37.6207409324912,"2020","1",태릉입구역,195.75474185109,"1"
"415","16607096",스타벅스,"11350",노원구,"1135010200",월계동,서울특별시 노원구 월계동 633-31,서울특별시 노원구 초안산로2라길,127.056607144993,37.6301435460372,"2020","2",월계역,220.141147157872,"1"
"416","16728063",스타벅스,"11290",성북구,"1129013400",길음동,서울특별시 성북구 길음동 25-2,서울특별시 성북구 도봉로,127.029848971825,37.6108425986527,"2020","4",미아사거리역,461.812518771209,"1"
"417","16598031",스타벅스,"11350",노원구,"1135010500",상계동,서울특별시 노원구 상계동 372-16,서울특별시 노원구 노원로,127.066426425469,37.6566580466864,"2020","8",노원역,604.629211527643,"1"
"418","25683194",스타벅스,"11650",서초구,"1165010600",잠원동,서울특별시 서초구 잠원동 70-2,서울특별시 서초구 잠원로,127.007423858098,37.5092345394587,"2020","3",반포역,403.414401907814,"1"
"419","16726801",스타벅스,"11290",성북구,"1129010300",돈암동,서울특별시 성북구 돈암동 625-2,서울특별시 성북구 정릉로,127.025297770358,37.6020109564414,"2020","4",길음역,138.943415262811,"1"
"420","16726897",스타벅스,"11320",도봉구,"1132010700",창동,서울특별시 도봉구 창동 135-26,서울특별시 도봉구 노해로65길,127.046680114284,37.6516255266209,"2020","3",창동역,1011.66928970138,"1"
"421","16727116",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 648-22,서울특별시 강남구 테헤란로,127.031663323629,37.4995962268448,"2020","0",동오역,345.046991435585,"1"
"422","20009577",스타벅스,"11650",서초구,"1165010200",양재동,서울특별시 서초구 양재동 4-3,서울특별시 서초구 논현로,127.042575597088,37.4819884081853,"2020","6",매봉역,664.881576584621,"1"
"423","25797473",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 679-4,서울특별시 강남구 테헤란로,127.037733772702,37.5015740906142,"2020","4",역삼역,265.201921488029,"1"
"424","25902757",스타벅스압구정로데오역점,"11680",강남구,"1168010400",청담동,서울특별시 강남구 청담동 84-3,서울특별시 강남구 선릉로,127.040513119755,37.5265378643378,"2020","0",압구정로데오역,329.273201151586,"1"
"425","23208222",스타벅스,"11320",도봉구,"1132010700",창동,서울특별시 도봉구 창동 659-5,서울특별시 도봉구 도봉로,127.034868675382,37.6483488366145,"2020","5",쌍문역,81.1350185447571,"1"
"426","16730041",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 721-13,서울특별시 강남구 언주로,127.043043969229,37.501112636896,"2020","1",역삼역,218.154014806035,"1"
"427","20389010",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 701-7,서울특별시 강남구 테헤란로,127.043762069759,37.5033350490038,"2020","2",역삼역,391.964498193076,"1"
"428","23196601",스타벅스서초파라곤점,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1327-29,서울특별시 서초구 서초대로74길,127.027403494967,37.494938817542,"2020","3",강남역,409.67875784941,"1"
"429","20699038",스타벅스,"11680",강남구,"1168010700",신사동,서울특별시 강남구 신사동 635-13,서울특별시 강남구 압구정로42길,127.034716758462,37.5268330299984,"2020","0",압구정로데오역,647.436949328859,"1"
"430","22800473",스타벅스노원케이티점,"11350",노원구,"1135010500",상계동,서울특별시 노원구 상계동 723,서울특별시 노원구 노해로,127.063825860056,37.6543668305308,"2020","3",노원역,280.941433565167,"1"
"431","20880708",스타벅스,"11710",송파구,"1171010200",신천동,서울특별시 송파구 신천동 11-4,서울특별시 송파구 올림픽로35가길,127.103446561974,37.5174361339672,"2020","1",잠실나루역,204.884301737712,"1"
"432","25274618",스타벅스,"11710",송파구,"1171010400",송파동,서울특별시 송파구 송파동 96-7,서울특별시 송파구 송파대로,127.110334770409,37.502269334236,"2020","2",석촌역,127.563952079036,"1"
"433","25808541",스타벅스,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1303-16,서울특별시 서초구 서초대로77길,127.023886925474,37.502721958552,"2020","4",신논현역,842.526614932862,"1"
"434","20088322",스타벅스한성대입구역점,"11290",성북구,"1129010200",성북동1가,서울특별시 성북구 성북동1가 35-1,서울특별시 성북구 성북로,127.004904251791,37.5890460115547,"2020","5",한성대입구역,252.455200341699,"1"
"435","11765466",스타벅스포스코사거리점,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 157-36,서울특별시 강남구 테헤란로,127.057428066223,37.5075627123392,"2020","3",봉은사역,951.950606235058,"1"
"436","16308823",스타벅스,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 599,서울특별시 강남구 남부순환로,127.062646457685,37.494565941597,"2020","5",대치역,54.2365815048944,"1"
"437","20007418",스타벅스,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1307-19,서울특별시 서초구 서초대로77길,127.025481611828,37.5001130565393,"2020","9",신논현역,929.573158994323,"1"
"438","25643095",스타벅스,"11710",송파구,"1171010500",석촌동,서울특별시 송파구 석촌동 286-9,서울특별시 송파구 백제고분로,127.106013406608,37.5042460725183,"2020","2",석촌역,410.145157887357,"1"
"439","11707694",스타벅스종암점,"11290",성북구,"1129013500",종암동,서울특별시 성북구 종암동 3-686,서울특별시 성북구 종암로,127.033983452137,37.6011813308853,"2020","3",월곡역,660.764638660176,"1"
"440","12573377",스타벅스문정역점,"11710",송파구,"1171010800",문정동,서울특별시 송파구 문정동 651,서울특별시 송파구 송파대로,127.120744114354,37.4845512962666,"2020","0",문정역,363.738353502019,"1"
"441","12553778",스타벅스,"11290",성북구,"1129013600",하월곡동,서울특별시 성북구 하월곡동 89-7,서울특별시 성북구 동소문로,127.029301985316,37.6076123821039,"2020","5",길음역,628.597280290415,"1"
"442","12576496",스타벅스,"11650",서초구,"1165010600",잠원동,서울특별시 서초구 잠원동 21-7,서울특별시 서초구 강남대로,127.019520989445,37.5148500163394,"2020","4",신사역,534.768306465483,"1"
"443","25637642",스타벅스,"11710",송파구,"1171010700",가락동,서울특별시 송파구 가락동 125-6,서울특별시 송파구 동남로,127.126233039197,37.4918996397466,"2020","2",문정역,619.335219902433,"1"
"444","11516500",스타벅스,"11290",성북구,"1129012500",안암동5가,서울특별시 성북구 안암동5가 126-1,서울특별시 성북구 인촌로,127.026341469346,37.5870983380348,"2020","4",안암역,292.334808156477,"1"
"445","12563750",스타벅스,"11710",송파구,"1171010200",신천동,서울특별시 송파구 신천동 7-30,서울특별시 송파구 송파대로,127.098885013703,37.5157795174384,"2020","4",잠실역,339.434273276991,"1"
"446","12042236",스타벅스대치은마사거리점,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 941-19,서울특별시 강남구 도곡로,127.060159533829,37.4989974073525,"2020","2",대치역,567.147887579259,"1"
"447","12076165",스타벅스송파방이DT점,"11710",송파구,"1171011100",방이동,서울특별시 송파구 방이동 226-10,서울특별시 송파구 오금로,127.120508852575,37.5065444620512,"2020","2",방이역,467.429012994285,"1"
"448","25694521",스타벅스,"11650",서초구,"1165010700",반포동,서울특별시 서초구 반포동 19-3,서울특별시 서초구 신반포로,127.00239321346,37.5039300142165,"2020","3",고속터미널역,243.538210415856,"1"
"449","16764830",스타벅스,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 993-1,서울특별시 강남구 영동대로,127.067051442026,37.5004576877441,"2020","3",학여울역,590.816228556952,"1"
"450","11869893",스타벅스청계산입구역점,"11650",서초구,"1165011100",신원동,서울특별시 서초구 신원동 205-1,서울특별시 서초구 청계산로,127.056252426389,37.4472723955747,"2020","1",청계산입구역,197.610062533694,"1"
"451","12666554",스타벅스강남오거리점,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 813-17,서울특별시 강남구 봉은사로2길,127.026643378379,37.5020959446628,"2020","12",신논현역,695.715560229461,"1"
"452","11935008",스타벅스,"11710",송파구,"1171010800",문정동,서울특별시 송파구 문정동 628,서울특별시 송파구 충민로,127.119370608348,37.4782606521025,"2020","2",장지역,645.99949005523,"1"
"453","11970460",스타벅스압구정점,"11680",강남구,"1168010700",신사동,서울특별시 강남구 신사동 609,서울특별시 강남구 압구정로30길,127.029541735527,37.5263220722528,"2020","2",압구정역,326.803495803439,"1"
"454","11931405",스타벅스,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 216-5,서울특별시 강남구 논현로,127.032255003449,37.5115850987019,"2020","2",학동역,304.130925346504,"1"
"455","11931313",스타벅스대치사거리점,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 960-5,서울특별시 강남구 삼성로,127.058815537065,37.5033568327036,"2020","2",한티역,787.755037895129,"1"
"456","11836610",스타벅스,"11650",서초구,"1165010600",잠원동,서울특별시 서초구 잠원동 58-24,서울특별시 서초구 신반포로,127.011922479411,37.5086144884618,"2020","2",반포역,35.8545042914374,"1"
"457","8730737",스타벅스가든파이브,"11710",송파구,"1171010800",문정동,서울특별시 송파구 문정동 628,서울특별시 송파구 충민로,127.119370608348,37.4782606521025,"2020","2",장지역,645.99949005523,"1"
"458","12665937",스타벅스강남점,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 825,서울특별시 강남구 강남대로,127.028564755794,37.4978317500288,"2020","4",강남역,636.402493986654,"1"
"459","26268835",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 831-25,서울특별시 강남구 강남대로78길,127.030536634875,37.4948924865489,"2020","3",강남역,281.467658972491,"1"
"460","8735684",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 677-25,서울특별시 강남구 테헤란로,127.040652567424,37.5023907598919,"2020","0",역삼역,169.688491613159,"1"
"461","20082320",스타벅스,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1439-14,서울특별시 서초구 남부순환로339길,127.021572760891,37.4859161526789,"2020","3",남부터미널역,555.142940964817,"1"
"462","8736083",스타벅스차병원사거리점,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 235-11,서울특별시 강남구 봉은사로,127.035354656802,37.5080422802738,"2020","2",언주역,243.035544290978,"1"
"463","16109325",스타벅스,"11710",송파구,"1171011200",오금동,서울특별시 송파구 오금동 20-17,서울특별시 송파구 마천로7길,127.128171659166,37.5089890769025,"2020","2",방이역,262.681358321003,"1"
"464","20325090",스타벅스,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 53,서울특별시 강남구 학동로,127.051439622604,37.518687851269,"2020","4",강남구청역,374.93598927083,"1"
"465","20488763",스타벅스압구정로데오역,"11680",강남구,"1168010400",청담동,서울특별시 강남구 청담동 84-3,서울특별시 강남구 선릉로,127.040513119755,37.5265378643378,"2020","0",압구정로데오역,329.273201151586,"1"
