상권_코드,상권_코드_명,id,구,총_유동인구_수,2020_총_유동인구_수_합격(상권코드),2019_총_유동인구_수_합격(상권코드),2018_총_유동인구_수_합격(상권코드)
1000871,서초대로25길,15,서초구,4774707,18925593,18785925,6928374
1000870,서초대로23길,15,서초구,4172175,16357214,16474196,6367343
1000869,서초대로15길,15,서초구,3916261,15726399,16104954,5919987
1000868,사평대로57길,15,서초구,5013914,20950018,21072200,12230438
1000867,사평대로26길,15,서초구,2163278,8700951,7895952,2341894
1000866,사평대로22길,15,서초구,3242512,13066772,12489871,3211113
1000865,사임당로17길,15,서초구,4036394,16967775,20100284,11186734
1000864,방배로42길,15,서초구,3245872,12939734,13281096,4945976
1000863,방배로35길,15,서초구,4539815,18417632,18217838,6366194
1000862,방배로18길,15,서초구,3210967,13400180,13308037,5598288
1000861,반포대로9길,15,서초구,3127303,11700297,10703112,3715220
1000860,바우뫼로39길,15,서초구,3300288,13609753,13121432,5328488
1000859,마방로2길,15,서초구,2182938,8915590,9808132,2996686
1000858,방배천로4안길,15,서초구,3744413,16065050,16882020,9122002
1000857,동산로19길,15,서초구,3587787,14497618,13548903,3821491
1000856,동산로10길,15,서초구,2725883,11168155,11526922,2958613
1000855,동광로39길,15,서초구,3231051,13195416,11760222,3087992
1000854,동광로1길,15,서초구,4548182,19169551,18771508,4138014
1000853,동광로12길,15,서초구,5647876,23701153,24512467,14844620
1000852,논현로27길,1,강남구,2716694,11210165,10876720,4950507
1000851,논현로1길,1,강남구,3229829,13098741,12728769,2934724
1000850,남부순환로339길,15,서초구,2536541,10574471,11567833,3626611
1000849,남부순환로325길,15,서초구,3223490,13080838,13055816,7284337
1000848,남부순환로317길,15,서초구,3569133,13938212,13478699,6050678
1000847,고무래로8길,15,서초구,2887091,11391113,11584272,4012635
1000846,강남대로8길,1,강남구,2797605,11578717,12274177,3384592
1000845,강남대로34길,1,강남구,3477455,14119071,14289153,6646124
1000844,강남대로23길,1,강남구,1264607,5258163,5234531,2231204
1000843,소담길,1,강남구,6960055,27874101,24210083,5882941
1000842,원신길,5,관악구,3005214,12425890,11998264,2362776
1000841,양지길,5,관악구,3522214,14843343,15930316,5327235
1000840,양산길,5,관악구,3073823,13290102,14652495,4733943
1000839,호암로24길,5,관악구,7392121,31570828,35202079,13800701
1000838,호암로20길,5,관악구,7397982,31575040,32729167,11796637
1000837,행운길,5,관악구,7597821,32012481,32843107,11997931
1000836,행운1길,5,관악구,7262517,31067583,32085240,13858804
1000835,청림3길,5,관악구,6092471,24193949,21750172,4541224
1000834,청룡길,5,관악구,8027497,32021095,29868183,12477265
1000833,청룡8길,5,관악구,6723525,27229673,26430818,7772678
1000832,중앙길,19,양천구,9284950,37462624,34492266,10962540
1000831,조원중앙로2길,5,관악구,5331803,21611868,21628159,5867252
1000830,조원로18길,5,관악구,4577563,18246653,19322746,6079402
1000829,조원로10길,5,관악구,6092344,24318724,25677785,11434278
1000828,장군봉2길,5,관악구,4881286,20736251,21591569,5982240
1000827,장군봉1길,5,관악구,5938894,24375939,25025679,8215382
1000826,인헌길,5,관악구,4808860,19455822,16826863,3423905
1000825,은천로25길,5,관악구,4575206,17237600,15946210,3835262
1000824,양녕로6길,5,관악구,8366240,33901037,31561412,11968592
1000823,신원로3길,5,관악구,7451742,30788133,32279322,11785849
1000822,신사로20길,5,관악구,4276875,17581056,16617150,3445914
1000821,신림로65길,5,관악구,8183079,34346274,37719605,17752701
1000820,신림로64길,5,관악구,6112939,25124326,26183399,14107639
1000819,신림로48길,5,관악구,3828049,15484205,15980388,3461451
1000818,신림로38길,5,관악구,4998260,19969632,15585461,3533559
1000817,신림로28길,5,관악구,5766857,24630978,26069934,10964235
1000816,신림로11길,5,관악구,5284767,22279658,23232084,8948323
1000815,신림동길,5,관악구,8219067,34317692,36163610,14829306
1000814,승방길,5,관악구,4810476,19452390,19103452,7025988
1000813,서림7길,5,관악구,4252672,17384743,17714293,6576872
1000812,봉천로33길,5,관악구,7728186,30383656,28474907,10744338
1000811,봉천로13길,5,관악구,5030943,20444327,21015632,5540007
1000810,복은길,5,관악구,5497059,22329518,19848986,5319098
1000809,법원단지길,5,관악구,4869522,19727501,19523324,5021374
1000808,법원단지9길,5,관악구,5316286,21604655,21304663,4761217
1000807,미성5길,5,관악구,4578603,18739100,18255994,4770026
1000806,대학길,5,관악구,5845732,24797426,25437783,9103131
1000805,대학14길,5,관악구,4382152,18377653,18305919,5006106
1000804,당곡길,19,양천구,4135775,17000491,17083837,5961032
1000803,남현길,5,관악구,6284916,25315551,24642194,5650084
1000802,남현3길,5,관악구,6471707,26153155,26453620,8963707
1000801,남현2길,5,관악구,7892653,31306306,30935402,7358903
1000800,남부순환로248길,5,관악구,4581013,18617385,17357459,4641458
1000799,남부순환로234길,5,관악구,4117127,17129770,18305088,7498350
1000798,남부순환로172길,5,관악구,5929340,24527327,26152008,8457730
1000797,남부순환로161길,5,관악구,5592299,22423504,22164278,5339938
1000796,남부순환로151길,5,관악구,5068009,20096498,21633692,6234321
1000795,남부순환로142길,5,관악구,3828944,16038956,16174757,5060079
1000794,난향길,5,관악구,1356338,5537803,5285488,914231
1000793,난우길,5,관악구,5448224,22526393,21761830,4694069
1000792,난곡로74길,5,관악구,4940549,19900502,21373127,5247100
1000791,난곡로34길,5,관악구,4653309,18776275,18639629,4862963
1000790,난곡로26길,5,관악구,3704027,14804226,14575858,3326073
1000789,난곡로24길,5,관악구,2822558,11345906,11037187,1553604
1000788,낙성대역길,5,관악구,5699120,23620486,22800732,9287759
1000787,국회단지길,5,관악구,5902205,23179621,21681521,6142678
1000786,구암길,5,관악구,3542114,13923460,14906149,3663232
1000785,관천로22길,5,관악구,6613517,27455177,26958892,7868697
1000784,관천로15길,5,관악구,6482728,27028357,25910882,4433250
1000783,관악로30길,5,관악구,5251972,20603309,18689393,4422598
1000782,관악로28길,5,관악구,5042344,19989502,18507156,4578647
1000781,관악로14길,5,관악구,6663415,27352756,30165860,15008045
1000780,관악로10길,5,관악구,5121200,20874841,22557057,10115030
1000779,흑석로9길,12,동작구,2322340,9646190,11442849,13135589
1000778,흑석로13길,12,동작구,2270157,9544096,11340925,13349477
1000777,장승배기로27길,12,동작구,4587594,19695785,19993935,7893495
1000776,장승배기로19길,12,동작구,4576715,19833228,19766818,7255486
1000775,장승배기로10길,12,동작구,4457189,18875691,18816780,7298221
1000774,여의대방로46길,12,동작구,2883138,11631286,11402601,5393204
1000773,여의대방로24길,12,동작구,3608250,14907071,14953063,5488899
1000772,여의대방로22카길,12,동작구,4349060,18573997,18755850,6051593
1000771,여의대방로22나길,12,동작구,2522283,10370659,10332118,3587416
1000770,여의대방로22길,12,동작구,3283028,13724704,13730480,4138866
1000769,양녕로26길,12,동작구,3553435,14451996,13150267,2450320
1000768,신대방길,12,동작구,3526296,14402504,13857948,5811341
1000767,성대로29길,12,동작구,5359669,22149234,20898094,4927930
1000766,성대로1길,12,동작구,4778064,18971574,17280840,5655566
1000765,서달로8가길,12,동작구,3517018,14916789,15816287,15803097
1000764,서달로15길,12,동작구,1916837,8341820,10215929,14972892
1000763,서달로14길,12,동작구,2437317,10834816,11061586,10408857
1000762,서달로10길,12,동작구,4028611,16274376,16566128,9313644
1000761,상도로62길,12,동작구,5094385,20866181,22856748,6582467
1000760,상도로61길,12,동작구,3794154,15827885,17091638,5037031
1000759,상도로47길,12,동작구,4441714,17734725,17899333,4243757
1000758,상도로37길,12,동작구,4278062,17012301,16987913,4804169
1000757,상도로15길,12,동작구,5842651,23886400,22010207,8057676
1000756,사당로8길,12,동작구,5636800,23729708,21923605,5241986
1000755,사당로30길,12,동작구,3806771,15788578,16788740,10232297
1000754,사당로2차길,12,동작구,2784335,11742546,8992119,2233793
1000753,사당로29길,12,동작구,4769628,19866388,21192893,12378741
1000752,사당로26길,12,동작구,5088744,20399887,21287012,7992324
1000751,사당로23나길,12,동작구,2616586,10912480,11246924,2874608
1000750,사당로23길,12,동작구,3041006,12743958,12712944,2185875
1000749,사당로20길,12,동작구,5392393,21217490,22165264,6456812
1000748,사당로16길,12,동작구,6850455,27118972,26172272,6575860
1000747,사당로16가길,12,동작구,5407991,22811998,21483305,5578488
1000746,만양로8길,12,동작구,5741923,24346201,25381048,9336280
1000745,만양로14길,12,동작구,3813778,16864542,17820701,8486377
1000744,등용로14길,12,동작구,3049866,12350884,12050559,4368674
1000743,동작대로7길,12,동작구,7327314,29820619,30765829,13393212
1000742,동작대로35길,12,동작구,4798436,19990765,19336607,4980786
1000741,동작대로33길,12,동작구,6119143,25364010,26053539,12405236
1000740,동작대로29길,12,동작구,4371625,17485885,18374047,7638142
1000739,동작대로17길,12,동작구,4613528,19159662,20946171,12676559
1000738,대방동2길,12,동작구,3228251,13025679,13220116,5321362
1000737,대방동27길,12,동작구,2892109,11438150,11612014,4057725
1000736,노량진로6길,12,동작구,4551758,19299566,18510653,5477228
1000735,국사봉길,12,동작구,6445641,26258657,25057598,7033524
1000734,국사봉2길,12,동작구,4547394,18834442,18173502,6255772
1000733,국사봉1길,12,동작구,5862269,23526022,22212323,8384473
1000732,영신로9길,20,영등포구,5258067,21812662,24886475,7113516
1000731,영등포로84길,20,영등포구,5133579,20502308,20198474,8535082
1000730,영등포로80길,20,영등포구,4973179,19855897,19890819,8977992
1000729,영등포로62길,20,영등포구,3642229,14938113,17301257,4615912
1000728,영등포로35길,20,영등포구,3472260,14518915,16315770,9864096
1000727,영등포로27길,20,영등포구,4098929,17122228,17606622,5171574
1000726,영등포로25길,20,영등포구,3374882,14354779,14759355,5535393
1000725,여의대방로61길,20,영등포구,2451405,10037193,10533423,4666209
1000724,여의대방로43나길,20,영등포구,4862617,19175899,18002302,5879249
1000723,여의대방로39길,20,영등포구,2506338,9908823,9125380,2820666
1000722,여의대방로35길,20,영등포구,4149634,16695219,16206096,5498144
1000721,양평로28길,20,영등포구,1329506,5470015,5228025,1410825
1000720,양평로22라길,20,영등포구,1762650,7324595,6948122,2501551
1000719,양평로19길,20,영등포구,2977363,12525641,12749932,4848965
1000718,신길로60길,20,영등포구,5344366,21772608,24068572,7142318
1000717,신길로42길,20,영등포구,4844712,19056826,18675824,4921383
1000716,신길로42가길,20,영등포구,7015524,27835634,26597843,8551751
1000715,신길로39길,20,영등포구,5184226,21069712,23689930,6843572
1000714,신길로17길,20,영등포구,5610155,19950123,16766725,4571821
1000713,선유서로28길,20,영등포구,2860034,11823552,11176303,4374811
1000712,선유서로25길,20,영등포구,2242148,9428801,8901206,2931068
1000711,선유서로24길,20,영등포구,3065540,12514809,12005025,4552629
1000710,선유로55길,20,영등포구,2226680,9258443,9487685,3891328
1000709,디지털로74길,20,영등포구,6897585,23184247,18075829,5184871
1000708,디지털로57길,20,영등포구,5982683,23452830,24164888,9800403
1000707,디지털로37길,20,영등포구,5775207,22989681,24808354,9249364
1000706,도신로62길,20,영등포구,5329958,21168785,20442824,8520259
1000705,도신로60길,20,영등포구,4908323,19489653,18582454,6925799
1000704,도신로29길,20,영등포구,4859495,20075090,21854740,5609886
1000703,도신로15길,20,영등포구,4676391,19518716,19075436,5973304
