No,year,seoul,gu,emd,pop_total,도로명,도로명_합,경도,위도,상태
176,2020,서울특별시,강남구,논현2동,5197462,선릉로133길,서울특별시강남구선릉로133길,127.0396899,37.5180836,인근좌표
177,2020,서울특별시,강남구,청담동,7026087,선릉로132길,서울특별시강남구선릉로132길,127.0438014,37.51874708,인근좌표
178,2020,서울특별시,강남구,논현2동,5241249,선릉로121길,서울특별시강남구선릉로121길,127.0398045,37.51385912,인근좌표
179,2020,서울특별시,강남구,대치4동,7316423,삼성로75길,서울특별시강남구삼성로75길,127.0553669,37.50342157,인근좌표
180,2020,서울특별시,강남구,대치4동,6711279,삼성로69길,서울특별시강남구삼성로69길,127.0572305,37.5012363,인근좌표
181,2020,서울특별시,강남구,대치2동,3876310,삼성로64길,서울특별시강남구삼성로64길,127.0625099,37.50033287,인근좌표
182,2020,서울특별시,강남구,대치4동,6167564,삼성로63길,서울특별시강남구삼성로63길,127.0581754,37.50051453,인근좌표
183,2020,서울특별시,강남구,대치1동,5093248,삼성로57길,서울특별시강남구삼성로57길,127.0604077,37.49780195,인근좌표
184,2020,서울특별시,강남구,청담동,3908012,삼성로147길,서울특별시강남구삼성로147길,127.0466671,37.52077836,인근좌표
185,2020,서울특별시,강남구,삼성2동,4275558,삼성로115길,서울특별시강남구삼성로115길,127.0502003,37.51498219,인근좌표
186,2020,서울특별시,강남구,삼성2동,3958634,봉은사로68길,서울특별시강남구봉은사로68길,127.0491883,37.51126027,인근좌표
187,2020,서울특별시,강남구,삼성2동,3950420,봉은사로57길,서울특별시강남구봉은사로57길,127.0444267,37.51307945,인근좌표
188,2020,서울특별시,강남구,논현2동,5961769,봉은사로43길,서울특별시강남구봉은사로43길,127.0393694,37.51104299,인근좌표
189,2020,서울특별시,강남구,논현2동,5808258,봉은사로29길,서울특별시강남구봉은사로29길,127.0339859,37.50915273,인근좌표
190,2020,서울특별시,강남구,삼성1동,2259479,봉은사로109길,서울특별시강남구봉은사로109길,127.0634415,37.51868396,인근좌표
191,2020,서울특별시,강남구,청담동,2788989,도산대로89길,서울특별시강남구도산대로89길,127.0506448,37.52594525,인근좌표
192,2020,서울특별시,강남구,청담동,2780885,도산대로81길,서울특별시강남구도산대로81길,127.0469541,37.52669255,인근좌표
193,2020,서울특별시,강남구,논현2동,4764229,도산대로50길,서울특별시강남구도산대로50길,127.0376152,37.52065985,인근좌표
194,2020,서울특별시,강남구,논현2동,2614992,도산대로38길,서울특별시강남구도산대로38길,127.0327531,37.51883964,인근좌표
195,2020,서울특별시,강남구,논현2동,2898408,도산대로30길,서울특별시강남구도산대로30길,127.029468,37.5187617,인근좌표
196,2020,서울특별시,강남구,신사동,3676382,도산대로23길,서울특별시강남구도산대로23길,127.0258171,37.52055027,인근좌표
197,2020,서울특별시,강남구,신사동,3779891,도산대로15길,서울특별시강남구도산대로15길,127.0237522,37.5206596,인근좌표
198,2020,서울특별시,강남구,역삼2동,6157677,도곡로37길,서울특별시강남구도곡로37길,127.0449833,37.49556768,인근좌표
199,2020,서울특별시,강남구,개포4동,2090986,논현로8길,서울특별시강남구논현로8길,127.0533985,37.47461961,인근좌표
200,2020,서울특별시,강남구,역삼1동,4739364,논현로63길,서울특별시강남구논현로63길,127.0378986,37.49205905,인근좌표
201,2020,서울특별시,강남구,도곡2동,2906597,논현로28길,서울특별시강남구논현로28길,127.0444696,37.48358545,인근좌표
202,2020,서울특별시,강남구,도곡2동,2872199,논현로26길,서울특별시강남구논현로26길,127.0448047,37.48254431,인근좌표
203,2020,서울특별시,강남구,신사동,3633453,논현로159길,서울특별시강남구논현로159길,127.0254515,37.52252247,인근좌표
204,2020,서울특별시,강남구,논현1동,3947109,논현로139길,서울특별시강남구논현로139길,127.0272146,37.51613802,인근좌표
205,2020,서울특별시,강남구,논현1동,4203793,논현로123길,서울특별시강남구논현로123길,127.029421,37.51135535,인근좌표
206,2020,서울특별시,강남구,논현1동,6502269,논현로115길,서울특별시강남구논현로115길,127.0282387,37.50861849,인근좌표
207,2020,서울특별시,강남구,개포4동,3390450,논현로10길,서울특별시강남구논현로10길,127.0498475,37.47444958,인근좌표
208,2020,서울특별시,강남구,역삼1동,4149939,논현로106길,서울특별시강남구논현로106길,127.0362115,37.50611818,인근좌표
209,2020,서울특별시,강남구,도곡1동,4287709,남부순환로365길,서울특별시강남구남부순환로365길,127.0395669,37.48730014,인근좌표
210,2020,서울특별시,강남구,개포2동,686904,개포로82길,서울특별시강남구개포로82길,127.0679117,37.48906763,인근좌표
211,2020,서울특별시,강남구,개포4동,2577260,개포로28길,서울특별시강남구개포로28길,127.0509711,37.47687347,인근좌표
212,2020,서울특별시,강남구,개포4동,3677867,개포로20길,서울특별시강남구개포로20길,127.0475071,37.47697141,인근좌표
213,2020,서울특별시,강남구,개포4동,2789566,개포로17길,서울특별시강남구개포로17길,127.0465809,37.47985449,인근좌표
214,2020,서울특별시,강남구,논현1동,3468252,강남대로140길,서울특별시강남구강남대로140길,127.0229061,37.51424944,인근좌표
215,2020,서울특별시,강남구,논현1동,4670476,강남대로136길,서울특별시강남구강남대로136길,127.0211994,37.5134462,인근좌표
216,2020,서울특별시,강남구,논현1동,5225168,강남대로118길,서울특별시강남구강남대로118길,127.0259677,37.50732695,인근좌표
217,2019,서울특별시,강남구,청담동,3978718,학동로77길,서울특별시강남구학동로77길,127.0484708,37.52038143,인근좌표
