,cafe_nm,gu_cd,gu_x,dong_cd,dong,gibun,road_x,lng,lat,year,bus_cnt,HubName,HubDist,cafe_cd,pop,pop_avg,gu_num,gu,apt_name,size,trade_year,month,day,trade,floor,byear,sizetrade,average_sizetrade
373,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 1024,서울특별시 강남구 도곡로,127.0552134,37.4966152,2019,2,한티역,430.3577046,1,4224242,5485301,1,강남구,개포우성1,127,201903,3,8,263000,9,1983,2070.866142,2243.137717
374,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 53,서울특별시 강남구 학동로,127.0514396,37.51868785,2019,4,강남구청역,374.9339911,1,6203246,3519992,1,강남구,LG선릉에클라트(A),36,201907,7,5,33000,6,2003,916.6666667,2009.326252
375,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1439-14,서울특별시 서초구 남부순환로339길,127.0215728,37.48591615,2019,3,남부터미널역,555.1464061,1,4729947,3663215,1,서초구,N-Suite(1513-2),114,201905,5,10,93000,4,2004,815.7894737,1430.183586
376,스타벅스압구정로데오역,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 84-3,서울특별시 강남구 선릉로,127.0405131,37.52653786,2019,0,압구정로데오역,329.2740261,1,3978718,3847604,1,강남구,골든아트빌,178,201911,11,13,151000,8,2000,848.3146067,1912.007224
377,스타벅스강남삼성타운점,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1327-5,서울특별시 서초구 서초대로78길,127.027735,37.49553624,2019,7,강남역,440.2828511,1,4729947,3663215,1,서초구,N-Suite(1513-2),114,201905,5,10,93000,4,2004,815.7894737,1430.183586
378,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 241-7,서울특별시 강남구 선릉로,127.0412398,37.51660516,2019,4,강남구청역,559.6768298,1,4821883,4358954,1,강남구,e-편한세상,84,201911,11,5,103700,3,2005,1234.52381,1352.569954
379,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 830-69,서울특별시 강남구 역삼로,127.0330005,37.49412876,2019,2,강남역,281.4706558,1,6853022,5222073,1,강남구,(633-22)로얄팰리스,137,201907,7,22,108500,2,2003,791.9708029,1889.298801
381,스타벅스,11710,송파구,1171010100,잠실동,서울특별시 송파구 잠실동 175,서울특별시 송파구 백제고분로,127.0790291,37.51052638,2019,3,종합운동장역,422.6868442,1,8092951,8211541,1,송파구,갤러리아팰리스,151,201901,1,2,162000,27,2005,1072.847682,2097.699456
382,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 507,서울특별시 강남구 남부순환로,127.0619041,37.49334362,2019,4,대치역,177.358406,1,4224242,5485301,1,강남구,개포우성1,127,201903,3,8,263000,9,1983,2070.866142,2243.137717
384,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 851-1,서울특별시 서초구 방배로,126.9924576,37.49001452,2019,5,내방역,219.7676714,1,4767660,4216612,1,서초구,(932-34),41,201912,12,18,43000,4,2012,1048.780488,1383.469488
387,스타벅스방배카페입구,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 755-14,서울특별시 서초구 방배중앙로,126.9856769,37.49723701,2019,2,구반포역,491.7656392,1,4767660,4216612,1,서초구,(932-34),41,201912,12,18,43000,4,2012,1048.780488,1383.469488
388,스타벅스이수역점,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 3000-1,서울특별시 서초구 동작대로,126.9826899,37.4864978,2019,5,이수역,199.3060185,1,4767660,4216612,1,서초구,(932-34),41,201912,12,18,43000,4,2012,1048.780488,1383.469488
389,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 51,서울특별시 강남구 삼성로,127.0527047,37.51347189,2019,2,중앙역,421.7534022,1,6203246,3519992,1,강남구,LG선릉에클라트(A),36,201907,7,5,33000,6,2003,916.6666667,2009.326252
391,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 238-5,서울특별시 강남구 언주로,127.0357413,37.51491147,2019,5,학동역,357.7623964,1,4821883,4358954,1,강남구,e-편한세상,84,201911,11,5,103700,3,2005,1234.52381,1352.569954
392,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 735-3,서울특별시 강남구 테헤란로,127.0337924,37.49937038,2019,1,동오역,155.4724923,1,6853022,5222073,1,강남구,(633-22)로얄팰리스,137,201907,7,22,108500,2,2003,791.9708029,1889.298801
393,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 748-1,서울특별시 서초구 강남대로,127.023627,37.50531485,2019,5,신논현역,757.8237384,1,5601795,3807265,1,서초구,그린피아,81,201911,11,2,59000,5,2003,728.3950617,2525.146243
394,스타벅스중계역점,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 763-3,서울특별시 노원구 동일로,127.0621587,37.64815447,2019,4,노원역,607.0047261,1,5720615,6164502,0,노원구,건영,59,201909,9,30,29700,4,2003,503.3898305,708.0721203
395,스타벅스,11305,강북구,1130510200,번동,서울특별시 강북구 번동 418-17,서울특별시 강북구 도봉로,127.0261078,37.63802308,2019,8,수유역,575.7695808,1,7337041,5592191,0,강북구,기산그린,59,201901,1,9,27500,7,2000,466.1016949,573.9428328
396,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 92-1,서울특별시 서초구 서래로,126.9985423,37.49925701,2019,5,신반포역,493.8283553,1,5601795,3807265,1,서초구,그린피아,81,201911,11,2,59000,5,2003,728.3950617,2525.146243
397,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 736-1,서울특별시 강남구 테헤란로,127.0349412,37.49974019,2019,2,동오역,71.73484192,1,6853022,5222073,1,강남구,(633-22)로얄팰리스,137,201907,7,22,108500,2,2003,791.9708029,1889.298801
398,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1464-22,서울특별시 서초구 남부순환로,127.0123471,37.48066733,2019,3,남부터미널역,715.4540037,1,4729947,3663215,1,서초구,N-Suite(1513-2),114,201905,5,10,93000,4,2004,815.7894737,1430.183586
399,스타벅스남부터미널2점,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1457-1,서울특별시 서초구 효령로,127.0141978,37.48438612,2019,4,남부터미널역,271.456342,1,4729947,3663215,1,서초구,N-Suite(1513-2),114,201905,5,10,93000,4,2004,815.7894737,1430.183586
400,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 118-3,서울특별시 서초구 사평대로,127.0078261,37.50448036,2019,0,고속터미널역,262.3461547,1,5601795,3807265,1,서초구,그린피아,81,201911,11,2,59000,5,2003,728.3950617,2525.146243
401,스타벅스,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 529-10,서울특별시 강남구 논현로175길,127.0216293,37.52318421,2019,2,신사역,468.307786,1,3729212,3658522,1,강남구,Ruden House,84,201904,4,24,75000,7,2007,892.8571429,1211.551705
402,스타벅스,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 52-1,서울특별시 강남구 도산대로,127.0515717,37.52433852,2019,1,청담역,680.1970474,1,3978718,3847604,1,강남구,골든아트빌,178,201911,11,13,151000,8,2000,848.3146067,1912.007224
403,스타벅스,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 70-1,서울특별시 서초구 잠원로,127.006958,37.51024881,2019,4,반포역,482.2761921,1,4463550,4516311,1,서초구,강변,66,201906,6,18,128800,1,1987,1951.515152,2195.161706
404,스타벅스,11680,강남구,1168010300,개포동,서울특별시 강남구 개포동 1229-1,서울특별시 강남구 논현로,127.0451163,37.47781003,2019,5,매봉역,1029.502388,1,1009044,2266557,1,강남구,개포2차현대아파트(220),77,201906,6,18,134500,4,1988,1746.753247,2932.417325
405,스타벅스논현힐탑,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 216-5,서울특별시 강남구 논현로,127.032255,37.5115851,2019,2,학동역,304.1307396,1,4821883,4358954,1,강남구,e-편한세상,84,201911,11,5,103700,3,2005,1234.52381,1352.569954
406,스타벅스삼성도심공항점,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 154-10,서울특별시 강남구 테헤란로87길,127.0579087,37.50981919,2019,0,봉은사역,725.2422852,1,6203246,3519992,1,강남구,LG선릉에클라트(A),36,201907,7,5,33000,6,2003,916.6666667,2009.326252
407,스타벅스선정릉역점,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 37-17,서울특별시 강남구 봉은사로,127.0445494,37.51077512,2019,2,선정릉역,26.94691324,1,6203246,3519992,1,강남구,LG선릉에클라트(A),36,201907,7,5,33000,6,2003,916.6666667,2009.326252
408,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 87,서울특별시 강남구 논현로,127.0307455,37.51460026,2019,5,학동역,96.47906595,1,4821883,4358954,1,강남구,e-편한세상,84,201911,11,5,103700,3,2005,1234.52381,1352.569954
410,스타벅스선릉로점,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 697-45,서울특별시 강남구 선릉로93길,127.046716,37.50495379,2019,0,선릉역,249.6665764,1,6853022,5222073,1,강남구,(633-22)로얄팰리스,137,201907,7,22,108500,2,2003,791.9708029,1889.298801
411,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 942-5,서울특별시 강남구 삼성로86길,127.0579257,37.50576457,2019,0,한티역,918.6579844,1,4224242,5485301,1,강남구,개포우성1,127,201903,3,8,263000,9,1983,2070.866142,2243.137717
412,스타벅스미아역점,11305,강북구,1130510100,미아동,서울특별시 강북구 미아동 121-19,서울특별시 강북구 도봉로,127.0265575,37.62613312,2019,5,미아역,401.6429862,1,5025053,5543738,0,강북구,경남아너스빌,84,201901,1,18,51000,12,2008,607.1428571,726.8358235
414,스타벅스,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 712,서울특별시 노원구 동일로,127.0600017,37.65475991,2019,1,노원역,155.6656953,1,5720615,6164502,0,노원구,건영,59,201909,9,30,29700,4,2003,503.3898305,708.0721203
415,스타벅스역삼럭키,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 798-30,서울특별시 강남구 도곡로,127.0393917,37.49222561,2019,2,동오역,856.7836136,1,6853022,5222073,1,강남구,(633-22)로얄팰리스,137,201907,7,22,108500,2,2003,791.9708029,1889.298801
416,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 679,서울특별시 강남구 논현로,127.0372774,37.50188574,2019,3,동오역,323.9438103,1,6853022,5222073,1,강남구,(633-22)로얄팰리스,137,201907,7,22,108500,2,2003,791.9708029,1889.298801
417,스타벅스교대역점,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1693-3,서울특별시 서초구 서초중앙로,127.0139553,37.49423264,2019,5,교대역,311.616614,1,4729947,3663215,1,서초구,N-Suite(1513-2),114,201905,5,10,93000,4,2004,815.7894737,1430.183586
418,스타벅스,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 37-7,서울특별시 서초구 강남대로,127.0206276,37.51153431,2019,2,신사역,913.5060927,1,4463550,4516311,1,서초구,강변,66,201906,6,18,128800,1,1987,1951.515152,2195.161706
419,스타벅스삼성교점,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 1001-8,서울특별시 강남구 영동대로86길,127.0651728,37.50781348,2019,3,봉은사역,791.102333,1,4224242,5485301,1,강남구,개포우성1,127,201903,3,8,263000,9,1983,2070.866142,2243.137717
420,스타벅스커리학동사거리점,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 93-2,서울특별시 강남구 도산대로,127.0379529,37.52239022,2019,2,압구정로데오역,835.8195348,1,4821883,4358954,1,강남구,e-편한세상,84,201911,11,5,103700,3,2005,1234.52381,1352.569954
421,스타벅스서울교대점,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1623-1,서울특별시 서초구 서초중앙로,127.0151529,37.48743065,2019,3,남부터미널역,88.76229296,1,4729947,3663215,1,서초구,N-Suite(1513-2),114,201905,5,10,93000,4,2004,815.7894737,1430.183586
422,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1657-5,서울특별시 서초구 서초중앙로,127.014217,37.49238766,2019,2,교대역,394.3164355,1,4729947,3663215,1,서초구,N-Suite(1513-2),114,201905,5,10,93000,4,2004,815.7894737,1430.183586
423,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 708-6,서울특별시 강남구 테헤란로,127.0485159,37.5039411,2019,0,선릉역,91.61687365,1,6853022,5222073,1,강남구,(633-22)로얄팰리스,137,201907,7,22,108500,2,2003,791.9708029,1889.298801
424,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 52-6,서울특별시 서초구 서초중앙로,127.0115392,37.50165515,2019,5,사평역,366.1098587,1,5601795,3807265,1,서초구,그린피아,81,201911,11,2,59000,5,2003,728.3950617,2525.146243
425,스타벅스강북구청사거리점,11305,강북구,1130510300,수유동,서울특별시 강북구 수유동 174-13,서울특별시 강북구 도봉로,127.027328,37.64003344,2019,7,수유역,623.3057467,1,5717580,5338451,0,강북구,FIRSTVIEW,52,201906,6,7,25900,9,2010,498.0769231,652.3042819
426,스타벅스청담사거리점,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 6-5,서울특별시 강남구 도산대로,127.0468501,37.52375987,2019,2,강남구청역,616.7560619,1,3978718,3847604,1,강남구,골든아트빌,178,201911,11,13,151000,8,2000,848.3146067,1912.007224
427,스타벅스방이역점,11710,송파구,1171011200,오금동,서울특별시 송파구 오금동 17-8,서울특별시 송파구 마천로,127.1266385,37.50854524,2019,3,방이역,119.2263588,1,3452324,3237593,1,송파구,그랑밸리(119-27),52,201903,3,6,35000,7,2012,673.0769231,1064.06023
428,스타벅스서초파라곤점,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1327-29,서울특별시 서초구 서초대로74길,127.0274035,37.49493882,2019,3,강남역,409.6786299,1,4729947,3663215,1,서초구,N-Suite(1513-2),114,201905,5,10,93000,4,2004,815.7894737,1430.183586
429,스타벅스,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 583-3,서울특별시 강남구 논현로,127.0278969,37.52404691,2019,2,압구정역,67.52155214,1,3729212,3658522,1,강남구,Ruden House,84,201904,4,24,75000,7,2007,892.8571429,1211.551705
430,스타벅스신압구정점,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 639-7,서울특별시 강남구 언주로174길,127.03642,37.52810841,2019,2,압구정로데오역,453.3403442,1,3729212,3658522,1,강남구,Ruden House,84,201904,4,24,75000,7,2007,892.8571429,1211.551705
431,스타벅스,11650,서초구,1165010200,양재동,서울특별시 서초구 양재동 14-4,서울특별시 서초구 강남대로,127.0368501,37.48232032,2019,4,양재역,410.5648354,1,2647559,2846241,1,서초구,(66-3),203,201910,10,30,152000,3,2006,748.7684729,1065.099185
432,스타벅스올림픽공원남문점,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 181,서울특별시 송파구 위례성대로,127.122997,37.51332992,2019,1,방이역,627.3547002,1,6871731,5390824,1,송파구,(185-5),133,201912,12,11,85000,4,2002,639.0977444,1391.856587
433,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1307-19,서울특별시 서초구 서초대로77길,127.0254816,37.50011306,2019,9,신논현역,929.5735097,1,4729947,3663215,1,서초구,N-Suite(1513-2),114,201905,5,10,93000,4,2004,815.7894737,1430.183586
434,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 908-10,서울특별시 서초구 방배로,126.9976309,37.48198508,2019,10,방배역,93.67256625,1,4767660,4216612,1,서초구,(932-34),41,201912,12,18,43000,4,2012,1048.780488,1383.469488
