,cafe_nm,gu_cd,gu_x,dong_cd,dong,gibun,road_x,lng,lat,year,bus_cnt,HubName,HubDist,cafe_cd,pop,pop_avg,gu_num,gu,apt_name,size,trade_year,month,day,trade,floor,byear,sizetrade,average_sizetrade
653,스타벅스압구정로데오역,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 84-3,서울특별시 강남구 선릉로,127.0405131,37.52653786,2020,0,압구정로데오역,329.2740261,1,3909208,4092532,1,강남구,강변상지리츠빌,171,202010,10,26,307000,11,2001,1795.321637,1987.420771
655,스타벅스,11290,성북구,1129013500,종암동,서울특별시 성북구 종암동 3-1297,서울특별시 성북구 종암로28길,127.0342762,37.60130987,2020,3,월곡역,633.7626581,1,2620135,4268127,0,성북구,고려,53,202001,1,3,16600,2,1983,313.2075472,1005.229062
656,스타벅스,11710,송파구,1171010700,가락동,서울특별시 송파구 가락동 174-14,서울특별시 송파구 오금로,127.1362616,37.4969833,2020,3,개롱역,279.4516481,1,5093640,4673560,1,송파구,e지브로,84,202002,2,22,56700,2,2004,675,1426.878732
657,스타벅스,11305,강북구,1130510100,미아동,서울특별시 강북구 미아동 812-2,서울특별시 강북구 삼양로,127.0211081,37.61838418,2020,5,삼양사거리역,334.0011211,1,5388790,5618777,0,강북구,경남아너스빌,84,202001,1,23,53400,1,2008,635.7142857,855.273448
658,스타벅스,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 44-12,서울특별시 강남구 학동로,127.045958,37.5183013,2020,1,강남구청역,113.8406876,1,3909208,4092532,1,강남구,강변상지리츠빌,171,202010,10,26,307000,11,2001,1795.321637,1987.420771
660,스타벅스월계이마트점,11350,노원구,1135010200,월계동,서울특별시 노원구 월계동 333-1,서울특별시 노원구 마들로3길,127.0619664,37.62650103,2020,0,광운대역,343.6029602,1,3435950,4329064,0,노원구,건양노블레스빌,84,202001,1,11,52900,22,2003,629.7619048,895.4874701
661,스타벅스문정하비오점,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 618,서울특별시 송파구 송파대로,127.1248723,37.47961708,2020,4,장지역,273.2397237,1,4148942,5082128,1,송파구,건영1,77,202001,1,18,96000,11,1996,1246.753247,1407.326837
662,스타벅스,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 6-5,서울특별시 강남구 도산대로,127.0468501,37.52375987,2020,2,강남구청역,616.7560619,1,3909208,4092532,1,강남구,강변상지리츠빌,171,202010,10,26,307000,11,2001,1795.321637,1987.420771
663,스타벅스방이역점,11710,송파구,1171011200,오금동,서울특별시 송파구 오금동 17-8,서울특별시 송파구 마천로,127.1266385,37.50854524,2020,3,방이역,119.2263588,1,3345603,3409495,1,송파구,광남캐스빌,84,202007,7,12,59000,8,2009,702.3809524,1250.131272
664,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1329-7,서울특별시 서초구 강남대로,127.0292201,37.49351207,2020,9,강남역,184.1142638,1,4100128,3440839,1,서초구,N-Suite 102동(1511-3),120,202006,6,29,120000,3,2004,1000,1551.448845
665,스타벅스,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 583-3,서울특별시 강남구 논현로,127.0278969,37.52404691,2020,2,압구정역,67.52155214,1,3199302,3608339,1,강남구,Ruden House,73,202001,1,9,39000,-1,2007,534.2465753,1310.66642
667,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1365-23,서울특별시 서초구 남부순환로,127.03005,37.48442722,2020,4,양재역,297.9475544,1,4100128,3440839,1,서초구,N-Suite 102동(1511-3),120,202006,6,29,120000,3,2004,1000,1551.448845
668,스타벅스송파구청점,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 22-5,서울특별시 송파구 오금로,127.1074057,37.51460076,2020,1,몽촌토성역,398.6035408,1,6453146,5326692,1,송파구,(185-5),133,202005,5,2,105000,9,2002,789.4736842,1503.348835
669,스타벅스차병원사거리,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 235-11,서울특별시 강남구 봉은사로,127.0353547,37.50804228,2020,2,언주역,243.0386113,1,4204012,4429965,1,강남구,e-편한세상,129,202006,6,24,140000,4,2005,1085.271318,1554.149738
670,스타벅스,11710,송파구,1171010100,잠실동,서울특별시 송파구 잠실동 40,서울특별시 송파구 올림픽로,127.0944673,37.51066377,2020,0,잠실새내역,473.2514172,1,7288863,7837714,1,송파구,갤러리아팰리스,152,202002,2,10,180000,41,2005,1184.210526,2379.483057
671,스타벅스예술의전당점,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1451-95,서울특별시 서초구 남부순환로323길,127.0134831,37.48112734,2020,4,남부터미널역,634.9648466,1,4100128,3440839,1,서초구,N-Suite 102동(1511-3),120,202006,6,29,120000,3,2004,1000,1551.448845
672,스타벅스신천역점,11710,송파구,1171010100,잠실동,서울특별시 송파구 잠실동 181,서울특별시 송파구 올림픽로,127.0812008,37.51145336,2020,0,종합운동장역,611.0016532,1,7288863,7837714,1,송파구,갤러리아팰리스,152,202002,2,10,180000,41,2005,1184.210526,2379.483057
675,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 144-25,서울특별시 강남구 테헤란로,127.0555809,37.50694425,2020,4,선릉역,766.3550335,1,6023917,3461443,1,강남구,LG선릉에클라트(A),36,202002,2,5,40500,4,2003,1125,1859.013645
676,스타벅스,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 226-10,서울특별시 송파구 오금로,127.1205658,37.50650884,2020,2,방이역,464.1415312,1,6453146,5326692,1,송파구,(185-5),133,202005,5,2,105000,9,2002,789.4736842,1503.348835
678,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 851-1,서울특별시 서초구 방배로,126.9924576,37.49001452,2020,5,내방역,219.7676714,1,4417652,4141028,1,서초구,SK리더스뷰(파스텔시티),84,202007,7,25,129000,9,2006,1535.714286,1473.273078
679,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 651,서울특별시 강남구 남부순환로,127.0573953,37.4921724,2020,3,도곡역,271.5395004,1,4175568,5611518,1,강남구,개포우성1,127,202004,4,24,295000,13,1983,2322.834646,2340.773948
680,스타벅스이수역사거리점,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 3001-2,서울특별시 서초구 서초대로,126.9830474,37.48598728,2020,5,이수역,189.1648741,1,4417652,4141028,1,서초구,SK리더스뷰(파스텔시티),84,202007,7,25,129000,9,2006,1535.714286,1473.273078
681,스타벅스공릉역점,11350,노원구,1135010300,공릉동,서울특별시 노원구 공릉동 379-27,서울특별시 노원구 동일로,127.0722546,37.62636612,2020,9,공릉역,80.07628335,1,9194783,7960765,0,노원구,6.7디벨리움,17,202001,1,20,17800,9,2016,1047.058824,758.4937521
682,스타벅스청담영동대로점,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 132-1,서울특별시 강남구 영동대로,127.056441,37.52217895,2020,5,청담역,271.9543456,1,3909208,4092532,1,강남구,강변상지리츠빌,171,202010,10,26,307000,11,2001,1795.321637,1987.420771
683,스타벅스강남우성점,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 832-3,서울특별시 강남구 강남대로,127.0306939,37.4923528,2020,5,강남역,2.366076004,1,6387206,5328653,1,강남구,(633-22)로얄팰리스,105,202006,6,10,90000,1,2003,857.1428571,1835.192123
685,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 51,서울특별시 강남구 삼성로,127.0527047,37.51347189,2020,2,중앙역,421.7534022,1,6023917,3461443,1,강남구,LG선릉에클라트(A),36,202002,2,5,40500,4,2003,1125,1859.013645
686,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 736-2,서울특별시 서초구 강남대로85길,127.0225824,37.50736061,2020,2,사평역,840.7106178,1,5198665,3900813,1,서초구,APELBAUM,180,202010,10,17,192000,3,2005,1066.666667,2736.054963
687,스타벅스이수역점,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 3000-1,서울특별시 서초구 동작대로,126.9826899,37.4864978,2020,5,이수역,199.3060185,1,4417652,4141028,1,서초구,SK리더스뷰(파스텔시티),84,202007,7,25,129000,9,2006,1535.714286,1473.273078
688,스타벅스방배카페입구,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 755-14,서울특별시 서초구 방배중앙로,126.9856769,37.49723701,2020,2,구반포역,491.7656392,1,4417652,4141028,1,서초구,SK리더스뷰(파스텔시티),84,202007,7,25,129000,9,2006,1535.714286,1473.273078
689,스타벅스삼성도심공항점,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 154-10,서울특별시 강남구 테헤란로87길,127.0579087,37.50981919,2020,0,봉은사역,725.2422852,1,6023917,3461443,1,강남구,LG선릉에클라트(A),36,202002,2,5,40500,4,2003,1125,1859.013645
690,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 944-31,서울특별시 강남구 테헤란로,127.0605609,37.50757866,2020,1,봉은사역,833.5113204,1,4175568,5611518,1,강남구,개포우성1,127,202004,4,24,295000,13,1983,2322.834646,2340.773948
691,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 889-70,서울특별시 강남구 테헤란로64길,127.0511761,37.50376427,2020,3,선릉역,258.8975039,1,4175568,5611518,1,강남구,개포우성1,127,202004,4,24,295000,13,1983,2322.834646,2340.773948
692,스타벅스,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 28-1,서울특별시 서초구 강남대로,127.0197628,37.51366263,2020,4,신사역,668.2040768,1,4282863,4419595,1,서초구,강변,84,202005,5,6,154000,2,1987,1833.333333,2557.576967
693,스타벅스선정릉역점,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 37-17,서울특별시 강남구 봉은사로,127.0445494,37.51077512,2020,2,선정릉역,26.94691324,1,6023917,3461443,1,강남구,LG선릉에클라트(A),36,202002,2,5,40500,4,2003,1125,1859.013645
694,스타벅스강북구청사거리점,11305,강북구,1130510300,수유동,서울특별시 강북구 수유동 174-13,서울특별시 강북구 도봉로,127.027328,37.64003344,2020,7,수유역,623.3057467,1,5918761,5350393,0,강북구,FIRSTVIEW,59,202001,1,16,23500,2,2010,398.3050847,656.4414001
695,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 159,서울특별시 강남구 영동대로,127.0591391,37.51182033,2020,0,봉은사역,489.8535662,1,6023917,3461443,1,강남구,LG선릉에클라트(A),36,202002,2,5,40500,4,2003,1125,1859.013645
696,스타벅스뱅뱅사거리점,11680,강남구,1168011800,도곡동,서울특별시 강남구 도곡동 946-14,서울특별시 강남구 강남대로,127.032473,37.48855591,2020,5,양재역,426.2629013,1,2753984,3305493,1,강남구,SK허브프리모,33,202003,3,2,37500,17,2006,1136.363636,2029.138322
697,스타벅스방배카페입구점,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 755-14,서울특별시 서초구 방배중앙로,126.9856769,37.49723701,2020,2,구반포역,491.7656392,1,4417652,4141028,1,서초구,SK리더스뷰(파스텔시티),84,202007,7,25,129000,9,2006,1535.714286,1473.273078
698,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 168-21,서울특별시 강남구 영동대로96길,127.063193,37.51056404,2020,6,봉은사역,467.4610894,1,6023917,3461443,1,강남구,LG선릉에클라트(A),36,202002,2,5,40500,4,2003,1125,1859.013645
699,스타벅스학여울점,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 994-10,서울특별시 강남구 영동대로,127.0685071,37.49799127,2020,2,학여울역,324.7328806,1,4175568,5611518,1,강남구,개포우성1,127,202004,4,24,295000,13,1983,2322.834646,2340.773948
700,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 444-7,서울특별시 서초구 방배천로,126.9821471,37.47733842,2020,8,사당역,262.1043177,1,4417652,4141028,1,서초구,SK리더스뷰(파스텔시티),84,202007,7,25,129000,9,2006,1535.714286,1473.273078
701,스타벅스,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 621-1,서울특별시 강남구 언주로,127.0330918,37.5273874,2020,1,압구정역,599.8520638,1,3199302,3608339,1,강남구,Ruden House,73,202001,1,9,39000,-1,2007,534.2465753,1310.66642
702,스타벅스,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 642,서울특별시 송파구 송파대로,127.1205807,37.48788401,2020,2,문정역,84.42069178,1,4148942,5082128,1,송파구,건영1,77,202001,1,18,96000,11,1996,1246.753247,1407.326837
703,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 108-6,서울특별시 강남구 봉은사로,127.0631033,37.51502355,2020,2,봉은사역,30.59019121,1,6023917,3461443,1,강남구,LG선릉에클라트(A),36,202002,2,5,40500,4,2003,1125,1859.013645
704,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1303-22,서울특별시 서초구 강남대로,127.0240884,37.50375083,2020,4,신논현역,773.0276331,1,4100128,3440839,1,서초구,N-Suite 102동(1511-3),120,202006,6,29,120000,3,2004,1000,1551.448845
705,스타벅스노원마들역점,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 694,서울특별시 노원구 노원로,127.0570787,37.66096272,2020,2,마들역,739.0032885,1,5823311,6381849,0,노원구,D.S,64,202005,5,9,22700,4,2007,354.6875,850.2505836
706,스타벅스올림픽평화의문점,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 180-8,서울특별시 송파구 위례성대로,127.1163168,37.51578507,2020,1,한성백제역,128.2706625,1,6453146,5326692,1,송파구,(185-5),133,202005,5,2,105000,9,2002,789.4736842,1503.348835
707,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 812-2,서울특별시 서초구 방배로,126.9905093,37.49194417,2020,5,내방역,486.5214322,1,4417652,4141028,1,서초구,SK리더스뷰(파스텔시티),84,202007,7,25,129000,9,2006,1535.714286,1473.273078
708,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 1024,서울특별시 강남구 도곡로,127.0552134,37.4966152,2020,2,한티역,430.3577046,1,4175568,5611518,1,강남구,개포우성1,127,202004,4,24,295000,13,1983,2322.834646,2340.773948
709,스타벅스커피강남대로신사,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 21-7,서울특별시 서초구 강남대로,127.019521,37.51485002,2020,4,신사역,534.7680189,1,4282863,4419595,1,서초구,강변,84,202005,5,6,154000,2,1987,1833.333333,2557.576967
710,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 87,서울특별시 강남구 논현로,127.0307455,37.51460026,2020,5,학동역,96.47906595,1,4204012,4429965,1,강남구,e-편한세상,129,202006,6,24,140000,4,2005,1085.271318,1554.149738
711,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1318-8,서울특별시 서초구 강남대로,127.0268289,37.49825898,2020,6,강남역,739.5168793,1,4100128,3440839,1,서초구,N-Suite 102동(1511-3),120,202006,6,29,120000,3,2004,1000,1551.448845
712,스타벅스,11290,성북구,1129013600,하월곡동,서울특별시 성북구 하월곡동 46-73,서울특별시 성북구 화랑로,127.0404418,37.60181969,2020,2,월곡역,87.6379335,1,6977685,5295862,0,성북구,광남캐스빌,84,202002,2,15,55000,19,2008,654.7619048,903.5322881
713,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 92-1,서울특별시 서초구 서래로,126.9985423,37.49925701,2020,5,신반포역,493.8283553,1,5198665,3900813,1,서초구,APELBAUM,180,202010,10,17,192000,3,2005,1066.666667,2736.054963
714,스타벅스석촌역,11710,송파구,1171010500,석촌동,서울특별시 송파구 석촌동 286-9,서울특별시 송파구 백제고분로,127.1060134,37.50424607,2020,2,석촌역,410.1456636,1,4339151,5186844,1,송파구,(54-31),60,202011,11,17,48000,5,2011,800,1348.555295
715,스타벅스미아역점,11305,강북구,1130510100,미아동,서울특별시 강북구 미아동 121-19,서울특별시 강북구 도봉로,127.0265575,37.62613312,2020,5,미아역,401.6429862,1,5388790,5618777,0,강북구,경남아너스빌,84,202001,1,23,53400,1,2008,635.7142857,855.273448
716,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 59-8,서울특별시 강남구 논현로,127.0286278,37.5191512,2020,2,압구정역,488.0780698,1,4204012,4429965,1,강남구,e-편한세상,129,202006,6,24,140000,4,2005,1085.271318,1554.149738
717,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 942-5,서울특별시 강남구 삼성로86길,127.0579257,37.50576457,2020,0,한티역,918.6579844,1,4175568,5611518,1,강남구,개포우성1,127,202004,4,24,295000,13,1983,2322.834646,2340.773948
718,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 238-5,서울특별시 강남구 언주로,127.0357413,37.51491147,2020,5,학동역,357.7623964,1,4204012,4429965,1,강남구,e-편한세상,129,202006,6,24,140000,4,2005,1085.271318,1554.149738
719,스타벅스선릉로점,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 697-45,서울특별시 강남구 선릉로93길,127.046716,37.50495379,2020,0,선릉역,249.6665764,1,6387206,5328653,1,강남구,(633-22)로얄팰리스,105,202006,6,10,90000,1,2003,857.1428571,1835.192123
720,스타벅스중계역점,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 763-3,서울특별시 노원구 동일로,127.0621587,37.64815447,2020,4,노원역,607.0047261,1,5823311,6381849,0,노원구,D.S,64,202005,5,9,22700,4,2007,354.6875,850.2505836
721,스타벅스커리학동사거리점,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 93-2,서울특별시 강남구 도산대로,127.0379529,37.52239022,2020,2,압구정로데오역,835.8195348,1,4204012,4429965,1,강남구,e-편한세상,129,202006,6,24,140000,4,2005,1085.271318,1554.149738
722,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 748-1,서울특별시 서초구 강남대로,127.023627,37.50531485,2020,5,신논현역,757.8237384,1,5198665,3900813,1,서초구,APELBAUM,180,202010,10,17,192000,3,2005,1066.666667,2736.054963
723,스타벅스,11305,강북구,1130510200,번동,서울특별시 강북구 번동 418-17,서울특별시 강북구 도봉로,127.0261078,37.63802308,2020,8,수유역,575.7695808,1,7484470,5632485,0,강북구,기산그린,59,202001,1,3,28300,5,2000,479.6610169,669.1581301
724,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 708-6,서울특별시 강남구 테헤란로,127.0485159,37.5039411,2020,0,선릉역,91.61687365,1,6387206,5328653,1,강남구,(633-22)로얄팰리스,105,202006,6,10,90000,1,2003,857.1428571,1835.192123
725,스타벅스,11710,송파구,1171010700,가락동,서울특별시 송파구 가락동 479,서울특별시 송파구 송파대로,127.1025188,37.49760579,2020,0,석촌고분역,791.9957813,1,5093640,4673560,1,송파구,e지브로,84,202002,2,22,56700,2,2004,675,1426.878732
726,스타벅스역삼럭키,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 798-30,서울특별시 강남구 도곡로,127.0393917,37.49222561,2020,2,동오역,856.7836136,1,6387206,5328653,1,강남구,(633-22)로얄팰리스,105,202006,6,10,90000,1,2003,857.1428571,1835.192123
727,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 678-39,서울특별시 강남구 테헤란로,127.0392228,37.50187455,2020,2,역삼역,165.4684481,1,6387206,5328653,1,강남구,(633-22)로얄팰리스,105,202006,6,10,90000,1,2003,857.1428571,1835.192123
728,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 809-10,서울특별시 강남구 강남대로,127.0255555,37.5031322,2020,9,신논현역,693.8400586,1,6387206,5328653,1,강남구,(633-22)로얄팰리스,105,202006,6,10,90000,1,2003,857.1428571,1835.192123
729,스타벅스경복아파트점,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 681,서울특별시 강남구 봉은사로,127.0403528,37.50902009,2020,2,선정릉역,412.7731989,1,6387206,5328653,1,강남구,(633-22)로얄팰리스,105,202006,6,10,90000,1,2003,857.1428571,1835.192123
730,스타벅스,11290,성북구,1129013400,길음동,서울특별시 성북구 길음동 20-1,서울특별시 성북구 동소문로,127.0287256,37.60839154,2020,4,길음역,670.5119973,1,5138059,4201852,0,성북구,길음뉴타운1단지(래미안길음1차),84,202001,1,4,88000,14,2003,1047.619048,1124.798355
731,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 735-3,서울특별시 강남구 테헤란로,127.0337924,37.49937038,2020,1,동오역,155.4724923,1,6387206,5328653,1,강남구,(633-22)로얄팰리스,105,202006,6,10,90000,1,2003,857.1428571,1835.192123
733,스타벅스,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 712,서울특별시 노원구 동일로,127.0600017,37.65475991,2020,1,노원역,155.6656953,1,5823311,6381849,0,노원구,D.S,64,202005,5,9,22700,4,2007,354.6875,850.2505836
734,스타벅스,11710,송파구,1171010700,가락동,서울특별시 송파구 가락동 97-7,서울특별시 송파구 송파대로30길,127.1187684,37.49488077,2020,0,가락시장역,223.5201706,1,5093640,4673560,1,송파구,e지브로,84,202002,2,22,56700,2,2004,675,1426.878732
735,스타벅스,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 592,서울특별시 강남구 논현로,127.0286028,37.52282728,2020,2,압구정역,83.09691519,1,3199302,3608339,1,강남구,Ruden House,73,202001,1,9,39000,-1,2007,534.2465753,1310.66642
736,스타벅스,11710,송파구,1171010400,송파동,서울특별시 송파구 송파동 59-9,서울특별시 송파구 오금로,127.1102559,37.51081979,2020,2,송파나루역,220.9620672,1,4943172,5279196,1,송파구,2차한양아파트,146,202001,1,8,169500,11,1984,1160.958904,1462.550151
738,스타벅스,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 44-3,서울특별시 송파구 위례성대로,127.113137,37.5168335,2020,2,몽촌토성역,209.5968776,1,6453146,5326692,1,송파구,(185-5),133,202005,5,2,105000,9,2002,789.4736842,1503.348835
740,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 702-10,서울특별시 강남구 테헤란로,127.0448427,37.50374026,2020,2,선릉역,318.4302316,1,6387206,5328653,1,강남구,(633-22)로얄팰리스,105,202006,6,10,90000,1,2003,857.1428571,1835.192123
741,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1657-5,서울특별시 서초구 서초중앙로,127.014217,37.49238766,2020,2,교대역,394.3164355,1,4100128,3440839,1,서초구,N-Suite 102동(1511-3),120,202006,6,29,120000,3,2004,1000,1551.448845
742,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1464-22,서울특별시 서초구 남부순환로,127.0123471,37.48066733,2020,3,남부터미널역,715.4540037,1,4100128,3440839,1,서초구,N-Suite 102동(1511-3),120,202006,6,29,120000,3,2004,1000,1551.448845
743,스타벅스석촌서호점,11710,송파구,1171010600,삼전동,서울특별시 송파구 삼전동 130-2,서울특별시 송파구 석촌호수로,127.0966117,37.50636412,2020,0,석촌고분역,352.3536538,1,4334826,5355902,1,송파구,동승,94,202005,5,4,29800,5,1993,317.0212766,1001.929997
744,스타벅스삼성교점,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 1001-8,서울특별시 강남구 영동대로86길,127.0651728,37.50781348,2020,3,봉은사역,791.102333,1,4175568,5611518,1,강남구,개포우성1,127,202004,4,24,295000,13,1983,2322.834646,2340.773948
745,스타벅스,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 37-7,서울특별시 서초구 강남대로,127.0206276,37.51153431,2020,2,신사역,913.5060927,1,4282863,4419595,1,서초구,강변,84,202005,5,6,154000,2,1987,1833.333333,2557.576967
746,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 52-6,서울특별시 서초구 서초중앙로,127.0115392,37.50165515,2020,5,사평역,366.1098587,1,5198665,3900813,1,서초구,APELBAUM,180,202010,10,17,192000,3,2005,1066.666667,2736.054963
747,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 736-1,서울특별시 강남구 테헤란로,127.0349412,37.49974019,2020,2,동오역,71.73484192,1,6387206,5328653,1,강남구,(633-22)로얄팰리스,105,202006,6,10,90000,1,2003,857.1428571,1835.192123
748,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 679,서울특별시 강남구 논현로,127.0372774,37.50188574,2020,3,동오역,323.9438103,1,6387206,5328653,1,강남구,(633-22)로얄팰리스,105,202006,6,10,90000,1,2003,857.1428571,1835.192123
749,STARBUCKSCOFFEE,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 19-3,서울특별시 서초구 신반포로,127.0023932,37.50393001,2020,3,고속터미널역,243.5394872,1,5198665,3900813,1,서초구,APELBAUM,180,202010,10,17,192000,3,2005,1066.666667,2736.054963
750,커피빈코리아선릉로93길점,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 696-42,서울특별시 강남구 선릉로93길,127.0478832,37.50567504,2018,2,선릉역,286.1469498,1,3317112,2373123,1,강남구,(828-21),62,201802,2,26,48500,6,2005,782.2580645,1418.038794
751,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1657-5,서울특별시 서초구 서초중앙로,127.014217,37.49238766,2018,2,교대역,394.3164355,1,1760812,1569786,1,서초구,(1617-21),82,201806,6,18,66500,5,2007,810.9756098,1184.745723
752,커피빈코리아강남역먹자골목점,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 816-6,서울특별시 강남구 테헤란로1길,127.02728,37.50010085,2018,8,신논현역,840.9913484,1,3317112,2373123,1,강남구,(828-21),62,201802,2,26,48500,6,2005,782.2580645,1418.038794
753,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 826-28,서울특별시 강남구 테헤란로4길,127.0300745,37.4965196,2018,0,강남역,465.0978067,1,3317112,2373123,1,강남구,(828-21),62,201802,2,26,48500,6,2005,782.2580645,1418.038794
754,커피빈,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 76,서울특별시 강남구 삼성로,127.0500215,37.51990189,2018,2,강남구청역,309.2290587,1,1202416,1480536,1,강남구,강변상지리츠빌,171,201801,1,9,230000,4,2001,1345.02924,1690.052161
755,커피빈,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 118-17,서울특별시 강남구 압구정로,127.0472158,37.52524956,2018,0,강남구청역,781.1283324,1,1202416,1480536,1,강남구,강변상지리츠빌,171,201801,1,9,230000,4,2001,1345.02924,1690.052161
756,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 646-18,서울특별시 강남구 테헤란로,127.0348844,37.50064078,2018,1,동오역,158.7378017,1,3317112,2373123,1,강남구,(828-21),62,201802,2,26,48500,6,2005,782.2580645,1418.038794
757,커피빈,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 924-9,서울특별시 강남구 선릉로64길,127.0541518,37.49829169,2018,0,한티역,248.1047867,1,1778436,2275593,1,강남구,개포우성1,127,201801,1,1,265000,11,1983,2086.614173,1929.110361
758,커피빈코리아강남구청앞점,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 45-4,서울특별시 강남구 학동로,127.0466127,37.51841471,2018,2,강남구청역,59.92794039,1,1202416,1480536,1,강남구,강변상지리츠빌,171,201801,1,9,230000,4,2001,1345.02924,1690.052161
759,커피빈코리아서초우성아파트앞점,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1330-8,서울특별시 서초구 사임당로,127.0283369,37.49272089,2018,4,강남역,214.4034625,1,1760812,1569786,1,서초구,(1617-21),82,201806,6,18,66500,5,2007,810.9756098,1184.745723
760,커피빈코리아신사점,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 4-2,서울특별시 강남구 도산대로,127.0223894,37.51695522,2018,2,신사역,436.4485472,1,1386987,2002405,1,강남구,e-편한세상,129,201803,3,30,88700,1,2005,687.5968992,1199.528213
